uid,agent,route_idx,n_routes,length,len1,len2,hx,hy,sx,sy
n4_fork_465f5f2b,3,1,4,12.535275,8.030099,4.505176,-0.084901,-0.996389,7.170844,5.935230
n4_fork_465f5f2b,3,2,4,13.664811,9.431739,4.233072,-0.846765,0.531968,7.170844,5.935230
n4_fork_465f5f2b,3,3,4,13.936915,9.431739,4.505176,-0.846765,0.531968,7.170844,5.935230
n4_fork_4820f265,0,0,2,5.780255,0.675960,5.104295,-0.966694,-0.255933,4.569994,7.135290
n4_fork_4820f265,0,1,2,7.025941,0.675960,6.349981,-0.966694,-0.255933,4.569994,7.135290
n4_fork_4820f265,1,0,4,8.469092,6.769569,1.699523,-0.679086,-0.734059,6.723510,3.139971
n4_fork_4820f265,1,1,4,9.206204,6.769569,2.436636,-0.679086,-0.734059,6.723510,3.139971
n4_fork_4820f265,1,2,4,11.590626,9.891103,1.699523,-0.597534,0.801844,6.723510,3.139971
n4_fork_4820f265,1,3,4,12.327739,9.891103,2.436636,-0.597534,0.801844,6.723510,3.139971
n4_fork_4820f265,2,0,4,11.465876,7.784551,3.681324,0.951254,-0.308407,1.013040,6.565904
n4_fork_4820f265,2,1,4,11.997064,7.784551,4.212513,0.951254,-0.308407,1.013040,6.565904
n4_fork_4820f265,2,2,4,13.546122,9.864798,3.681324,0.028912,-0.999582,1.013040,6.565904
n4_fork_4820f265,2,3,4,14.077311,9.864798,4.212513,0.028912,-0.999582,1.013040,6.565904
n4_fork_4820f265,3,0,4,9.678069,5.612988,4.065082,0.946771,0.321908,3.616355,0.937177
n4_fork_4820f265,3,1,4,9.701038,5.612988,4.088050,0.946771,0.321908,3.616355,0.937177
n4_fork_4820f265,3,2,4,10.681839,6.616757,4.065082,0.946771,0.321908,3.616355,0.937177
n4_fork_4820f265,3,3,4,10.704807,6.616757,4.088050,0.946771,0.321908,3.616355,0.937177
n4_fork_4eebb1ab,0,0,4,11.012326,7.189539,3.822787,0.500105,0.865965,8.384327,1.207457
n4_fork_4eebb1ab,0,1,4,11.804343,7.981556,3.822787,-0.648077,0.761575,8.384327,1.207457
n4_fork_4eebb1ab,0,2,4,12.224463,7.189539,5.034925,0.500105,0.865965,8.384327,1.207457
n4_fork_4eebb1ab,0,3,4,13.016481,7.981556,5.034925,-0.648077,0.761575,8.384327,1.207457
n4_fork_4eebb1ab,1,0,4,13.820134,5.526547,8.293586,-0.904674,0.426105,5.756883,5.265593
n4_fork_4eebb1ab,1,1,4,14.992762,5.526547,9.466215,-0.904674,0.426105,5.756883,5.265593
n4_fork_4eebb1ab,1,2,4,16.151896,7.858310,8.293586,-0.950479,0.310787,5.756883,5.265593
n4_fork_4eebb1ab,1,3,4,17.324524,7.858310,9.466215,-0.950479,0.310787,5.756883,5.265593
n4_fork_4eebb1ab,2,0,2,12.421146,6.093650,6.327495,0.994563,0.104140,0.966778,0.588876
n4_fork_4eebb1ab,2,1,2,12.872983,6.093650,6.779333,0.994563,0.104140,0.966778,0.588876
n4_fork_4eebb1ab,3,0,4,7.578284,2.443060,5.135224,0.467042,0.884235,2.510504,4.161874
n4_fork_4eebb1ab,3,1,4,7.601499,2.443060,5.158438,0.467042,0.884235,2.510504,4.161874
n4_fork_4eebb1ab,3,2,4,7.733191,2.597967,5.135224,0.994364,-0.106018,2.510504,4.161874
n4_fork_4eebb1ab,3,3,4,7.756405,2.597967,5.158438,0.994364,-0.106018,2.510504,4.161874
n4_fork_5092ec14,0,0,4,11.470566,7.740228,3.730339,0.498712,-0.866768,0.505911,3.988449
n4_fork_5092ec14,0,1,4,11.662084,7.931745,3.730339,0.498712,-0.866768,0.505911,3.988449
n4_fork_5092ec14,0,2,4,11.769897,7.740228,4.029669,0.498712,-0.866768,0.505911,3.988449
n4_fork_5092ec14,0,3,4,11.961414,7.931745,4.029669,0.498712,-0.866768,0.505911,3.988449
n4_fork_5092ec14,1,0,4,18.511787,8.655298,9.856489,-0.670851,-0.741593,9.163067,7.373677
n4_fork_5092ec14,1,1,4,18.690407,8.655298,10.035109,-0.670851,-0.741593,9.163067,7.373677
n4_fork_5092ec14,1,2,4,19.440761,9.584272,9.856489,-0.001658,-0.999999,9.163067,7.373677
n4_fork_5092ec14,1,3,4,19.619381,9.584272,10.035109,-0.001658,-0.999999,9.163067,7.373677
n4_fork_5092ec14,2,0,4,13.441177,6.103658,7.337518,0.997780,-0.066594,1.036939,6.823150
n4_fork_5092ec14,2,1,4,13.463819,6.126300,7.337518,1.000000,-0.000758,1.036939,6.823150
n4_fork_5092ec14,2,2,4,14.260653,6.103658,8.156995,0.997780,-0.066594,1.036939,6.823150
n4_fork_5092ec14,2,3,4,14.283295,6.126300,8.156995,1.000000,-0.000758,1.036939,6.823150
n4_fork_5092ec14,3,0,2,8.578232,2.260105,6.318127,-0.993903,-0.110256,3.056361,9.494878
n4_fork_5092ec14,3,1,2,8.870076,2.260105,6.609971,-0.993903,-0.110256,3.056361,9.494878
n4_fork_50ee3ad7,0,0,2,7.922902,6.167229,1.755673,0.913793,0.406180,5.095942,3.276830
n4_fork_50ee3ad7,0,1,2,9.211957,7.456284,1.755673,0.980445,-0.196796,5.095942,3.276830
n4_fork_50ee3ad7,1,0,4,17.964232,9.658311,8.305922,-0.933767,0.357881,10.320353,5.975792
n4_fork_50ee3ad7,1,1,4,18.754021,9.658311,9.095710,-0.933767,0.357881,10.320353,5.975792
n4_fork_50ee3ad7,1,2,4,18.816947,10.511025,8.305922,-0.970574,0.240805,10.320353,5.975792
n4_fork_50ee3ad7,1,3,4,19.606735,10.511025,9.095710,-0.970574,0.240805,10.320353,5.975792
n4_fork_50ee3ad7,2,0,2,7.135447,4.305332,2.830116,0.856809,-0.515634,2.164500,3.690854
n4_fork_50ee3ad7,2,1,2,7.272979,4.442864,2.830116,0.999923,0.012408,2.164500,3.690854
n4_fork_50ee3ad7,3,0,4,14.352915,6.262128,8.090787,-0.974359,-0.224999,8.542615,3.462294
n4_fork_50ee3ad7,3,1,4,14.522182,6.431396,8.090787,-0.995410,0.095698,8.542615,3.462294
n4_fork_50ee3ad7,3,2,4,14.569271,6.262128,8.307143,-0.974359,-0.224999,8.542615,3.462294
n4_fork_50ee3ad7,3,3,4,14.738538,6.431396,8.307143,-0.995410,0.095698,8.542615,3.462294
n4_fork_519f9add,0,0,2,6.810157,3.638569,3.171588,-0.868460,0.495760,4.102208,5.419884
n4_fork_519f9add,0,1,2,7.883117,4.711528,3.171588,-0.997609,-0.069107,4.102208,5.419884
n4_fork_519f9add,1,0,4,15.251392,6.648647,8.602746,-0.988400,0.151871,6.385034,0.664829
n4_fork_519f9add,1,1,4,15.377908,6.775163,8.602746,-0.833005,0.553265,6.385034,0.664829
n4_fork_519f9add,1,2,4,15.466141,6.648647,8.817494,-0.988400,0.151871,6.385034,0.664829
n4_fork_519f9add,1,3,4,15.592656,6.775163,8.817494,-0.833005,0.553265,6.385034,0.664829
n4_fork_519f9add,2,0,2,8.366687,3.113265,5.253422,0.167405,-0.985888,0.829792,3.415249
n4_fork_519f9add,2,1,2,8.496045,3.113265,5.382780,0.167405,-0.985888,0.829792,3.415249
n4_fork_519f9add,3,0,4,14.071517,6.966628,7.104890,0.994015,0.109245,2.284625,1.149782
n4_fork_519f9add,3,1,4,14.073530,6.966628,7.106903,0.994015,0.109245,2.284625,1.149782
n4_fork_519f9add,3,2,4,15.048681,7.943791,7.104890,0.994015,0.109245,2.284625,1.149782
n4_fork_519f9add,3,3,4,15.050694,7.943791,7.106903,0.994015,0.109245,2.284625,1.149782
n4_fork_525be723,0,0,4,10.336361,1.597544,8.738817,-0.742622,0.669710,2.501368,3.499904
n4_fork_525be723,0,1,4,10.778983,1.597544,9.181439,-0.742622,0.669710,2.501368,3.499904
n4_fork_525be723,0,2,4,11.474709,2.735891,8.738817,-0.973456,-0.228872,2.501368,3.499904
n4_fork_525be723,0,3,4,11.917331,2.735891,9.181439,-0.973456,-0.228872,2.501368,3.499904
n4_fork_525be723,1,0,4,26.335596,10.899563,15.436033,-0.581145,-0.813800,10.647039,5.441867
n4_fork_525be723,1,1,4,28.130948,10.899563,17.231384,-0.581145,-0.813800,10.647039,5.441867
n4_fork_525be723,1,2,4,28.399698,12.963665,15.436033,-0.995872,-0.090764,10.647039,5.441867
n4_fork_525be723,1,3,4,30.195050,12.963665,17.231384,-0.995872,-0.090764,10.647039,5.441867
n4_fork_525be723,2,0,4,12.991884,3.056724,9.935161,-0.795829,-0.605521,3.308236,6.089895
n4_fork_525be723,2,1,4,13.605722,3.670561,9.935161,-0.989443,0.144923,3.308236,6.089895
n4_fork_525be723,2,2,4,13.956763,3.056724,10.900040,-0.795829,-0.605521,3.308236,6.089895
n4_fork_525be723,2,3,4,14.570601,3.670561,10.900040,-0.989443,0.144923,3.308236,6.089895
n4_fork_525be723,3,0,2,4.581642,0.628073,3.953569,0.530808,0.847492,6.024145,9.636695
n4_fork_525be723,3,1,2,5.500334,0.628073,4.872262,0.530808,0.847492,6.024145,9.636695
n4_fork_53cd5b44,0,0,2,2.990116,1.226447,1.763670,0.906893,0.421361,5.273868,4.365445
n4_fork_53cd5b44,0,1,2,3.655008,1.891339,1.763670,-0.853572,0.520975,5.273868,4.365445
n4_fork_53cd5b44,1,0,4,7.767807,5.679765,2.088042,-0.379211,-0.925310,5.940060,7.235618
n4_fork_53cd5b44,1,1,4,7.967884,5.679765,2.288119,-0.379211,-0.925310,5.940060,7.235618
n4_fork_53cd5b44,1,2,4,9.054692,6.966651,2.088042,-0.301312,-0.953525,5.940060,7.235618
n4_fork_53cd5b44,1,3,4,9.254769,6.966651,2.288119,-0.301312,-0.953525,5.940060,7.235618
n4_fork_53cd5b44,2,0,4,5.606272,4.480880,1.125392,0.902849,-0.429959,1.596599,3.897395
n4_fork_53cd5b44,2,1,4,5.690175,4.480880,1.209295,0.902849,-0.429959,1.596599,3.897395
n4_fork_53cd5b44,2,2,4,6.683974,5.558582,1.125392,-0.676229,-0.736692,1.596599,3.897395
n4_fork_53cd5b44,2,3,4,6.767877,5.558582,1.209295,-0.676229,-0.736692,1.596599,3.897395
n4_fork_53cd5b44,3,0,4,5.366117,3.553880,1.812238,0.690170,0.723647,3.887366,2.035976
n4_fork_53cd5b44,3,1,4,5.445141,3.553880,1.891261,0.690170,0.723647,3.887366,2.035976
n4_fork_53cd5b44,3,2,4,7.315084,5.502846,1.812238,0.375177,-0.926953,3.887366,2.035976
n4_fork_53cd5b44,3,3,4,7.394107,5.502846,1.891261,0.375177,-0.926953,3.887366,2.035976
n4_fork_54fd887d,0,0,4,7.565504,2.421841,5.143663,-0.080999,-0.996714,7.312074,6.554602
n4_fork_54fd887d,0,1,4,7.681664,2.421841,5.259823,-0.080999,-0.996714,7.312074,6.554602
n4_fork_54fd887d,0,2,4,8.197019,3.053356,5.143663,-0.995014,-0.099734,7.312074,6.554602
n4_fork_54fd887d,0,3,4,8.313179,3.053356,5.259823,-0.995014,-0.099734,7.312074,6.554602
n4_fork_54fd887d,1,0,4,7.997143,4.610085,3.387058,-0.130678,-0.991425,3.809466,7.097186
n4_fork_54fd887d,1,1,4,8.014651,4.627593,3.387058,0.106936,-0.994266,3.809466,7.097186
n4_fork_54fd887d,1,2,4,8.405536,4.610085,3.795451,-0.130678,-0.991425,3.809466,7.097186
n4_fork_54fd887d,1,3,4,8.423044,4.627593,3.795451,0.106936,-0.994266,3.809466,7.097186
n4_fork_54fd887d,2,0,2,4.028926,3.522578,0.506348,-0.245683,0.969350,4.015319,1.981797
n4_fork_54fd887d,2,1,2,4.039761,3.533413,0.506348,-0.122601,0.992456,4.015319,1.981797
n4_fork_54fd887d,3,0,4,8.179758,2.218869,5.960889,-0.803444,-0.595381,7.494749,2.416988
n4_fork_54fd887d,3,1,4,9.112890,3.152001,5.960889,-0.806937,0.590638,7.494749,2.416988
n4_fork_54fd887d,3,2,4,10.369249,2.218869,8.150380,-0.803444,-0.595381,7.494749,2.416988
n4_fork_54fd887d,3,3,4,11.302381,3.152001,8.150380,-0.806937,0.590638,7.494749,2.416988
n4_fork_56f02c58,0,0,4,11.429876,4.378321,7.051555,-0.036858,0.999321,0.864629,0.815088
n4_fork_56f02c58,0,1,4,11.607729,4.556174,7.051555,0.172992,0.984923,0.864629,0.815088
n4_fork_56f02c58,0,2,4,11.916615,4.378321,7.538294,-0.036858,0.999321,0.864629,0.815088
n4_fork_56f02c58,0,3,4,12.094468,4.556174,7.538294,0.172992,0.984923,0.864629,0.815088
n4_fork_56f02c58,1,0,4,4.386135,2.185580,2.200556,0.280915,0.959733,5.855188,0.830935
n4_fork_56f02c58,1,1,4,4.992533,2.185580,2.806953,0.280915,0.959733,5.855188,0.830935
n4_fork_56f02c58,1,2,4,5.252970,3.052414,2.200556,-0.975482,-0.220079,5.855188,0.830935
n4_fork_56f02c58,1,3,4,5.859367,3.052414,2.806953,-0.975482,-0.220079,5.855188,0.830935
n4_fork_56f02c58,2,0,4,3.076770,1.812817,1.263954,0.937059,-0.349170,3.558575,7.464186
n4_fork_56f02c58,2,1,4,3.092405,1.828451,1.263954,0.852612,-0.522545,3.558575,7.464186
n4_fork_56f02c58,2,2,4,3.772503,1.812817,1.959686,0.937059,-0.349170,3.558575,7.464186
n4_fork_56f02c58,2,3,4,3.788137,1.828451,1.959686,0.852612,-0.522545,3.558575,7.464186
n4_fork_56f02c58,3,0,4,5.595091,1.204395,4.390696,0.888906,0.458090,2.449327,4.415893
n4_fork_56f02c58,3,1,4,6.570266,2.179570,4.390696,0.940201,0.340621,2.449327,4.415893
n4_fork_56f02c58,3,2,4,7.124901,1.204395,5.920507,0.888906,0.458090,2.449327,4.415893
n4_fork_56f02c58,3,3,4,8.100076,2.179570,5.920507,0.940201,0.340621,2.449327,4.415893
n4_fork_5819dcb3,0,0,4,12.211773,6.129681,6.082093,-0.298054,-0.954549,5.597554,10.448669
n4_fork_5819dcb3,0,1,4,12.298660,6.129681,6.168979,-0.298054,-0.954549,5.597554,10.448669
n4_fork_5819dcb3,0,2,4,12.800768,6.718675,6.082093,-0.911895,-0.410423,5.597554,10.448669
n4_fork_5819dcb3,0,3,4,12.887654,6.718675,6.168979,-0.911895,-0.410423,5.597554,10.448669
n4_fork_5819dcb3,1,0,2,20.252232,10.060875,10.191357,0.020608,0.999788,1.537947,2.005194
n4_fork_5819dcb3,1,1,2,21.052593,10.060875,10.991717,0.020608,0.999788,1.537947,2.005194
n4_fork_5819dcb3,2,0,2,13.429511,11.269189,2.160322,-0.944498,0.328518,11.398057,0.820158
n4_fork_5819dcb3,2,1,2,14.139207,11.978885,2.160322,0.032885,0.999459,11.398057,0.820158
n4_fork_5819dcb3,3,0,4,7.965843,2.841743,5.124100,0.955632,-0.294565,5.691575,7.016817
n4_fork_5819dcb3,3,1,4,8.146452,3.022353,5.124100,0.540643,-0.841252,5.691575,7.016817
n4_fork_5819dcb3,3,2,4,8.673853,2.841743,5.832110,0.955632,-0.294565,5.691575,7.016817
n4_fork_5819dcb3,3,3,4,8.854463,3.022353,5.832110,0.540643,-0.841252,5.691575,7.016817
n4_fork_5956758c,0,0,4,13.347639,7.075254,6.272385,-0.912322,0.409474,9.457158,6.710732
n4_fork_5956758c,0,1,4,13.393643,7.121258,6.272385,-0.915778,0.401684,9.457158,6.710732
n4_fork_5956758c,0,2,4,14.204434,7.075254,7.129180,-0.912322,0.409474,9.457158,6.710732
n4_fork_5956758c,0,3,4,14.250437,7.121258,7.129180,-0.915778,0.401684,9.457158,6.710732
n4_fork_5956758c,1,0,2,18.327666,9.376491,8.951175,-0.135324,-0.990801,1.296813,11.291627
n4_fork_5956758c,1,1,2,18.567742,9.376491,9.191251,-0.135324,-0.990801,1.296813,11.291627
n4_fork_5956758c,2,0,4,18.808979,8.057066,10.751914,-0.800554,-0.599260,6.632884,7.140305
n4_fork_5956758c,2,1,4,18.866998,8.115084,10.751914,-0.847537,-0.530737,6.632884,7.140305
n4_fork_5956758c,2,2,4,20.632137,8.057066,12.575071,-0.800554,-0.599260,6.632884,7.140305
n4_fork_5956758c,2,3,4,20.690155,8.115084,12.575071,-0.847537,-0.530737,6.632884,7.140305
n4_fork_5956758c,3,0,4,23.478162,12.425894,11.052269,-0.924952,-0.380084,11.481508,4.272077
n4_fork_5956758c,3,1,4,23.583977,12.425894,11.158084,-0.924952,-0.380084,11.481508,4.272077
n4_fork_5956758c,3,2,4,25.332424,14.280155,11.052269,-0.608898,0.793249,11.481508,4.272077
n4_fork_5956758c,3,3,4,25.438239,14.280155,11.158084,-0.608898,0.793249,11.481508,4.272077
n4_fork_5a13a8d9,0,0,4,17.581559,9.488109,8.093450,-0.999851,0.017273,9.189092,1.095031
n4_fork_5a13a8d9,0,1,4,18.117936,10.024486,8.093450,-0.298628,0.954370,9.189092,1.095031
n4_fork_5a13a8d9,0,2,4,18.733772,9.488109,9.245663,-0.999851,0.017273,9.189092,1.095031
n4_fork_5a13a8d9,0,3,4,19.270149,10.024486,9.245663,-0.298628,0.954370,9.189092,1.095031
n4_fork_5a13a8d9,1,0,2,8.556329,7.800589,0.755740,0.234811,0.972041,4.562149,1.433842
n4_fork_5a13a8d9,1,1,2,8.752749,7.997008,0.755740,0.040352,0.999186,4.562149,1.433842
n4_fork_5a13a8d9,2,0,4,13.498861,5.313732,8.185130,0.200608,-0.979672,3.764335,5.921317
n4_fork_5a13a8d9,2,1,4,13.894489,5.709360,8.185130,0.327599,-0.944817,3.764335,5.921317
n4_fork_5a13a8d9,2,2,4,14.068328,5.313732,8.754596,0.200608,-0.979672,3.764335,5.921317
n4_fork_5a13a8d9,2,3,4,14.463955,5.709360,8.754596,0.327599,-0.944817,3.764335,5.921317
n4_fork_5a13a8d9,3,0,4,13.527630,7.437509,6.090121,-0.847453,-0.530871,9.844065,11.117546
n4_fork_5a13a8d9,3,1,4,13.700159,7.437509,6.262650,-0.847453,-0.530871,9.844065,11.117546
n4_fork_5a13a8d9,3,2,4,14.368817,8.278696,6.090121,0.763389,-0.645939,9.844065,11.117546
n4_fork_5a13a8d9,3,3,4,14.541346,8.278696,6.262650,0.763389,-0.645939,9.844065,11.117546
n4_fork_5a36526d,0,0,2,5.727149,4.226841,1.500308,0.530065,-0.847957,2.606457,4.398262
n4_fork_5a36526d,0,1,2,7.138005,5.637698,1.500308,-0.627758,-0.778409,2.606457,4.398262
n4_fork_5a36526d,1,0,4,11.149010,6.342623,4.806387,-0.901961,0.431818,6.483674,2.305595
n4_fork_5a36526d,1,1,4,11.178706,6.372319,4.806387,-0.891993,0.452050,6.483674,2.305595
n4_fork_5a36526d,1,2,4,11.340899,6.342623,4.998276,-0.901961,0.431818,6.483674,2.305595
n4_fork_5a36526d,1,3,4,11.370595,6.372319,4.998276,-0.891993,0.452050,6.483674,2.305595
n4_fork_5a36526d,2,0,2,2.071243,1.372367,0.698876,-0.129472,0.991583,1.113028,0.519320
n4_fork_5a36526d,2,1,2,2.832298,2.133422,0.698876,0.999077,0.042950,1.113028,0.519320
n4_fork_5a36526d,3,0,4,7.589893,4.566540,3.023353,0.548916,-0.835877,0.979918,6.851563
n4_fork_5a36526d,3,1,4,8.440348,4.566540,3.873808,0.548916,-0.835877,0.979918,6.851563
n4_fork_5a36526d,3,2,4,8.533605,5.510252,3.023353,0.233836,-0.972276,0.979918,6.851563
n4_fork_5a36526d,3,3,4,9.384060,5.510252,3.873808,0.233836,-0.972276,0.979918,6.851563
n4_fork_5aa60b36,0,0,4,9.773447,4.924933,4.848514,-0.513190,0.858275,6.196817,1.069131
n4_fork_5aa60b36,0,1,4,10.010929,4.924933,5.085997,-0.513190,0.858275,6.196817,1.069131
n4_fork_5aa60b36,0,2,4,10.847909,5.999395,4.848514,-0.890938,0.454125,6.196817,1.069131
n4_fork_5aa60b36,0,3,4,11.085392,5.999395,5.085997,-0.890938,0.454125,6.196817,1.069131
n4_fork_5aa60b36,1,0,4,10.687422,5.353604,5.333818,0.966616,-0.256228,1.009883,2.043218
n4_fork_5aa60b36,1,1,4,10.978193,5.644375,5.333818,0.990238,0.139383,1.009883,2.043218
n4_fork_5aa60b36,1,2,4,11.620351,5.353604,6.266747,0.966616,-0.256228,1.009883,2.043218
n4_fork_5aa60b36,1,3,4,11.911122,5.644375,6.266747,0.990238,0.139383,1.009883,2.043218
n4_fork_5aa60b36,2,0,4,5.968222,2.853145,3.115077,-0.993291,-0.115645,6.657871,6.290484
n4_fork_5aa60b36,2,1,4,7.117846,4.002769,3.115077,-0.999854,-0.017084,6.657871,6.290484
n4_fork_5aa60b36,2,2,4,7.612256,2.853145,4.759111,-0.993291,-0.115645,6.657871,6.290484
n4_fork_5aa60b36,2,3,4,8.761880,4.002769,4.759111,-0.999854,-0.017084,6.657871,6.290484
n4_fork_5aa60b36,3,0,4,14.413759,7.372216,7.041542,0.142390,-0.989811,0.540503,4.752144
n4_fork_5aa60b36,3,1,4,15.147058,8.105515,7.041542,0.221658,0.975125,0.540503,4.752144
n4_fork_5aa60b36,3,2,4,15.904965,7.372216,8.532749,0.142390,-0.989811,0.540503,4.752144
n4_fork_5aa60b36,3,3,4,16.638265,8.105515,8.532749,0.221658,0.975125,0.540503,4.752144
n4_fork_5b26bff4,0,0,4,4.842149,3.079685,1.762464,-0.999588,-0.028703,6.393411,4.034227
n4_fork_5b26bff4,0,1,4,4.848375,3.079685,1.768690,-0.999588,-0.028703,6.393411,4.034227
n4_fork_5b26bff4,0,2,4,4.938058,3.175594,1.762464,-0.988914,0.148489,6.393411,4.034227
n4_fork_5b26bff4,0,3,4,4.944284,3.175594,1.768690,-0.988914,0.148489,6.393411,4.034227
n4_fork_5b26bff4,1,0,4,5.512108,3.798317,1.713790,-0.549644,0.835399,1.097373,3.642874
n4_fork_5b26bff4,1,1,4,6.414192,3.798317,2.615874,-0.549644,0.835399,1.097373,3.642874
n4_fork_5b26bff4,1,2,4,8.174412,6.460621,1.713790,0.929520,0.368772,1.097373,3.642874
n4_fork_5b26bff4,1,3,4,9.076496,6.460621,2.615874,0.929520,0.368772,1.097373,3.642874
n4_fork_5b26bff4,2,0,2,5.493769,3.661303,1.832466,0.871050,-0.491194,3.826572,4.577516
n4_fork_5b26bff4,2,1,2,6.089196,4.256730,1.832466,0.761187,-0.648532,3.826572,4.577516
n4_fork_5b26bff4,3,0,4,10.639251,7.000158,3.639093,-0.998606,-0.052789,5.888742,7.086839
n4_fork_5b26bff4,3,1,4,10.669113,7.000158,3.668956,-0.998606,-0.052789,5.888742,7.086839
n4_fork_5b26bff4,3,2,4,11.142617,7.503524,3.639093,-0.998606,-0.052789,5.888742,7.086839
n4_fork_5b26bff4,3,3,4,11.172479,7.503524,3.668956,-0.998606,-0.052789,5.888742,7.086839
n4_fork_5b7510a5,0,0,2,11.379154,3.555318,7.823835,-0.963263,-0.268560,11.412256,10.661199
n4_fork_5b7510a5,0,1,2,11.418500,3.555318,7.863181,-0.963263,-0.268560,11.412256,10.661199
n4_fork_5b7510a5,1,0,4,14.824288,6.708013,8.116275,0.984519,0.175280,3.938552,8.375096
n4_fork_5b7510a5,1,1,4,14.962267,6.845992,8.116275,0.977712,-0.209952,3.938552,8.375096
n4_fork_5b7510a5,1,2,4,15.422443,6.708013,8.714431,0.984519,0.175280,3.938552,8.375096
n4_fork_5b7510a5,1,3,4,15.560423,6.845992,8.714431,0.977712,-0.209952,3.938552,8.375096
n4_fork_5b7510a5,2,0,4,14.175069,9.561387,4.613682,-0.999956,-0.009351,10.412189,4.259169
n4_fork_5b7510a5,2,1,4,14.223133,9.609451,4.613682,-0.986634,-0.162952,10.412189,4.259169
n4_fork_5b7510a5,2,2,4,14.536242,9.561387,4.974856,-0.999956,-0.009351,10.412189,4.259169
n4_fork_5b7510a5,2,3,4,14.584307,9.609451,4.974856,-0.986634,-0.162952,10.412189,4.259169
n4_fork_5b7510a5,3,0,4,18.872953,9.760630,9.112323,0.213194,0.977010,3.317650,1.299242
n4_fork_5b7510a5,3,1,4,19.502453,10.390130,9.112323,0.620422,-0.784268,3.317650,1.299242
n4_fork_5b7510a5,3,2,4,20.152178,9.760630,10.391548,0.213194,0.977010,3.317650,1.299242
n4_fork_5b7510a5,3,3,4,20.781678,10.390130,10.391548,0.620422,-0.784268,3.317650,1.299242
n4_fork_5bee21da,0,0,4,12.186398,7.410272,4.776127,0.302237,-0.953233,1.918861,9.424103
n4_fork_5bee21da,0,1,4,13.528368,7.410272,6.118096,0.302237,-0.953233,1.918861,9.424103
n4_fork_5bee21da,0,2,4,14.265920,9.489793,4.776127,0.999772,0.021364,1.918861,9.424103
n4_fork_5bee21da,0,3,4,15.607890,9.489793,6.118096,0.999772,0.021364,1.918861,9.424103
n4_fork_5bee21da,1,0,4,10.465316,5.793072,4.672245,0.565488,-0.824756,5.829978,6.609021
n4_fork_5bee21da,1,1,4,10.489515,5.817270,4.672245,0.708187,-0.706025,5.829978,6.609021
n4_fork_5bee21da,1,2,4,11.138577,5.793072,5.345505,0.565488,-0.824756,5.829978,6.609021
n4_fork_5bee21da,1,3,4,11.162775,5.817270,5.345505,0.708187,-0.706025,5.829978,6.609021
n4_fork_5bee21da,2,0,2,12.602519,2.898410,9.704109,0.323576,-0.946202,7.810747,4.943692
n4_fork_5bee21da,2,1,2,13.031531,2.898410,10.133120,0.323576,-0.946202,7.810747,4.943692
n4_fork_5bee21da,3,0,4,8.179038,3.932092,4.246945,-0.486557,0.873649,5.852319,2.499878
n4_fork_5bee21da,3,1,4,8.430245,3.932092,4.498153,-0.486557,0.873649,5.852319,2.499878
n4_fork_5bee21da,3,2,4,8.552670,4.305725,4.246945,0.871117,0.491075,5.852319,2.499878
n4_fork_5bee21da,3,3,4,8.803878,4.305725,4.498153,0.871117,0.491075,5.852319,2.499878
n4_fork_5d5c0115,0,0,2,8.113136,1.350422,6.762714,0.452375,0.891828,2.419021,0.696727
n4_fork_5d5c0115,0,1,2,9.200502,1.350422,7.850080,0.452375,0.891828,2.419021,0.696727
n4_fork_5d5c0115,1,0,4,2.637199,0.790612,1.846587,-0.984689,0.174323,3.439989,6.953727
n4_fork_5d5c0115,1,1,4,3.825383,1.978796,1.846587,0.684689,-0.728835,3.439989,6.953727
n4_fork_5d5c0115,1,2,4,3.979799,0.790612,3.189187,-0.984689,0.174323,3.439989,6.953727
n4_fork_5d5c0115,1,3,4,5.167983,1.978796,3.189187,0.684689,-0.728835,3.439989,6.953727
n4_fork_5d5c0115,2,0,2,7.267689,0.446585,6.821104,-0.994442,-0.105289,6.252036,7.199139
n4_fork_5d5c0115,2,1,2,7.619488,0.446585,7.172903,-0.994442,-0.105289,6.252036,7.199139
n4_fork_5d5c0115,3,0,4,8.210063,7.747319,0.462744,0.357435,0.933938,0.577361,5.839606
n4_fork_5d5c0115,3,1,4,8.785551,7.747319,1.038232,0.357435,0.933938,0.577361,5.839606
n4_fork_5d5c0115,3,2,4,10.681562,10.218818,0.462744,0.059122,-0.998251,0.577361,5.839606
n4_fork_5d5c0115,3,3,4,11.257050,10.218818,1.038232,0.059122,-0.998251,0.577361,5.839606
n4_fork_5fc6be73,0,0,4,4.511327,4.331865,0.179462,-0.093344,0.995634,4.468120,1.601338
n4_fork_5fc6be73,0,1,4,4.573287,4.393825,0.179462,0.115544,0.993302,4.468120,1.601338
n4_fork_5fc6be73,0,2,4,5.264624,4.331865,0.932758,-0.093344,0.995634,4.468120,1.601338
n4_fork_5fc6be73,0,3,4,5.326583,4.393825,0.932758,0.115544,0.993302,4.468120,1.601338
n4_fork_5fc6be73,1,0,4,8.406252,5.648853,2.757399,0.053796,-0.998552,7.192974,6.220778
n4_fork_5fc6be73,1,1,4,8.443061,5.685662,2.757399,-0.084078,-0.996459,7.192974,6.220778
n4_fork_5fc6be73,1,2,4,9.611184,5.648853,3.962331,0.053796,-0.998552,7.192974,6.220778
