uid,instance_seed,n_agents,dep_mode,size,n_obstacles,couple_prob,couple_dist,method,status,team_time,flow_time,distance,wait,valid,agent_clearance,obstacle_clearance,dep_violations,n_switches,runtime_s,lower_bound,ratio_to_bound,git_commit,planner_seed,timeout_s,n_modes,n_feasible_modes,chosen_is_fastest_feasible,note,n_amax_violations,n_amax_viol_stop,max_accel,phys_fp
n4_fork_f96980d6,4,4,fork,12.0,6-8,1.0,0.55,wm_planner,ok,15.7,50.4,49.866,4.666,True,0.9363,0.3494,0,4,7.447,14.2,1.1056,445f7ff,0,300.0,16,16,True,,0,0,15.9485,43ec5c75ad5c
n4_fork_f96980d6,4,4,fork,12.0,6-8,1.0,0.55,wm_planner,ok,15.6,50.8,50.106,4.738,True,0.9363,0.3427,0,2,8.503,14.2,1.0986,445f7ff,1,300.0,16,16,True,,0,0,15.9485,43ec5c75ad5c
n4_fork_2170d7e1,5,4,fork,12.0,6-8,1.0,0.55,lower_bound,ok,18.1,,,,,,,,,0.0,18.1,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_fork_2170d7e1,5,4,fork,12.0,6-8,1.0,0.55,sequential,no_solution,,,,,,,,,,,18.1,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_fork_2170d7e1,5,4,fork,12.0,6-8,1.0,0.55,wm_planner,ok,18.7,65.2,68.325,3.342,True,0.9321,0.3272,0,0,7.482,18.1,1.0331,445f7ff,0,300.0,16,16,True,,0,0,13.634,43ec5c75ad5c
n4_fork_f96980d6,4,4,fork,12.0,6-8,1.0,0.55,wm_planner,ok,15.5,50.7,50.211,4.713,True,0.9363,0.4231,0,2,8.463,14.2,1.0915,445f7ff,2,300.0,16,16,True,,0,0,15.9485,43ec5c75ad5c
n4_fork_2170d7e1,5,4,fork,12.0,6-8,1.0,0.55,wm_planner,ok,19.0,69.3,70.245,5.758,True,0.9333,0.3242,0,1,7.923,18.1,1.0497,445f7ff,1,300.0,16,16,True,,0,0,19.0928,43ec5c75ad5c
n4_fork_25fbd1f7,6,4,fork,12.0,6-8,1.0,0.55,wm_planner,ok,16.3,53.0,52.914,4.665,True,0.923,0.3237,0,2,6.475,15.2,1.0724,445f7ff,1,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n4_fork_25fbd1f7,6,4,fork,12.0,6-8,1.0,0.55,lower_bound,ok,15.2,,,,,,,,,0.0,15.2,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_fork_25fbd1f7,6,4,fork,12.0,6-8,1.0,0.55,sequential,no_solution,,,,,,,,,,,15.2,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_fork_25fbd1f7,6,4,fork,12.0,6-8,1.0,0.55,wm_planner,ok,16.1,53.4,53.485,4.588,True,0.9244,0.3301,0,4,6.364,15.2,1.0592,445f7ff,0,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n4_fork_25fbd1f7,6,4,fork,12.0,6-8,1.0,0.55,wm_planner,ok,16.1,52.3,52.725,4.2,True,0.926,0.3214,0,3,6.48,15.2,1.0592,445f7ff,2,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n4_fork_2170d7e1,5,4,fork,12.0,6-8,1.0,0.55,wm_planner,ok,19.0,69.2,70.293,5.597,True,0.9354,0.3201,0,2,8.394,18.1,1.0497,445f7ff,2,300.0,16,16,True,,0,0,19.0928,43ec5c75ad5c
n4_fork_d7215eaa,8,4,fork,12.0,6-8,1.0,0.55,lower_bound,ok,11.8,,,,,,,,,0.0,11.8,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_fork_d7215eaa,8,4,fork,12.0,6-8,1.0,0.55,sequential,no_solution,,,,,,,,,,,11.8,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_fork_d7215eaa,8,4,fork,12.0,6-8,1.0,0.55,wm_planner,ok,12.8,41.2,37.166,5.594,True,0.9234,0.4225,0,2,4.954,11.8,1.0847,445f7ff,0,300.0,16,16,True,,0,0,17.1918,43ec5c75ad5c
n4_fork_748d2457,9,4,fork,12.0,6-8,1.0,0.55,wm_planner,ok,11.6,33.3,28.876,5.106,True,0.703,0.4481,0,3,3.6,11.6,1.0,445f7ff,2,300.0,16,16,True,,0,0,12.9702,43ec5c75ad5c
n4_fork_d7215eaa,8,4,fork,12.0,6-8,1.0,0.55,wm_planner,ok,12.9,41.1,36.094,6.383,True,0.7331,0.4224,0,1,6.417,11.8,1.0932,445f7ff,1,300.0,16,16,True,,0,0,12.5845,43ec5c75ad5c
n4_fork_d7215eaa,8,4,fork,12.0,6-8,1.0,0.55,wm_planner,ok,12.6,41.0,36.482,6.016,True,0.9237,0.327,0,2,6.156,11.8,1.0678,445f7ff,2,300.0,16,16,True,,0,0,13.1061,43ec5c75ad5c
n4_fork_748d2457,9,4,fork,12.0,6-8,1.0,0.55,lower_bound,ok,11.6,,,,,,,,,0.0,11.6,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_fork_748d2457,9,4,fork,12.0,6-8,1.0,0.55,sequential,no_solution,,,,,,,,,,,11.6,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_fork_748d2457,9,4,fork,12.0,6-8,1.0,0.55,wm_planner,ok,11.6,35.1,29.606,6.297,True,0.9255,0.4481,0,1,4.973,11.6,1.0,445f7ff,0,300.0,16,16,True,,0,0,14.4555,43ec5c75ad5c
n4_fork_630e9689,7,4,fork,12.0,6-8,1.0,0.55,wm_planner,ok,18.3,63.7,58.65,9.375,True,0.8583,0.3204,0,1,7.667,17.7,1.0339,445f7ff,1,300.0,16,16,True,,0,0,15.0165,43ec5c75ad5c
n4_fork_630e9689,7,4,fork,12.0,6-8,1.0,0.55,wm_planner,ok,18.3,62.3,57.241,9.23,True,0.8583,0.3204,0,1,7.507,17.7,1.0339,445f7ff,2,300.0,16,16,True,,0,0,20.3803,43ec5c75ad5c
n4_none_ad356f8d,0,4,none,8.0,2-3,0.0,0.55,wm_planner,ok,13.4,48.6,42.153,8.452,True,1.1589,0.3206,0,3,3.662,10.5,1.2762,445f7ff,1,300.0,16,16,True,,0,0,16.1319,43ec5c75ad5c
n4_none_4ce2fad7,1,4,none,8.0,2-3,0.0,0.55,wm_planner,ok,9.5,28.7,24.693,3.559,True,0.9217,0.3331,0,1,2.664,7.5,1.2667,445f7ff,1,300.0,16,16,True,,0,0,20.1576,43ec5c75ad5c
n4_none_4ce2fad7,1,4,none,8.0,2-3,0.0,0.55,lower_bound,ok,7.5,,,,,,,,,0.0,7.5,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_4ce2fad7,1,4,none,8.0,2-3,0.0,0.55,sequential,ok,23.8,52.4,22.232,28.6,True,1.7601,0.3447,0,,0.016,7.5,3.1733,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_4ce2fad7,1,4,none,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,14.0,31.7,17.336,13.896,False,0.9291,0.3257,0,0,3.478,7.5,1.8667,445f7ff,0,300.0,16,16,True,deadlock: no team progress,0,0,16.1492,43ec5c75ad5c
n4_fork_748d2457,9,4,fork,12.0,6-8,1.0,0.55,wm_planner,ok,11.6,35.1,29.671,6.243,True,0.9255,0.4481,0,1,5.243,11.6,1.0,445f7ff,1,300.0,16,16,True,,0,0,13.0547,43ec5c75ad5c
n4_none_4ce2fad7,1,4,none,8.0,2-3,0.0,0.55,wm_planner,ok,9.0,27.8,23.62,3.469,True,0.9307,0.3243,0,3,3.495,7.5,1.2,445f7ff,2,300.0,16,16,True,,0,0,14.0902,43ec5c75ad5c
n4_none_ad356f8d,0,4,none,8.0,2-3,0.0,0.55,wm_planner,ok,13.2,47.5,39.099,9.915,True,0.9248,0.3224,0,1,5.549,10.5,1.2571,445f7ff,2,300.0,16,16,True,,0,0,16.0167,43ec5c75ad5c
n4_none_364a8825,2,4,none,8.0,2-3,0.0,0.55,wm_planner,ok,13.7,33.7,29.058,4.902,True,0.9261,0.4059,0,2,3.686,11.5,1.1913,445f7ff,1,300.0,16,16,True,,0,0,23.9882,43ec5c75ad5c
n4_fork_630e9689,7,4,fork,12.0,6-8,1.0,0.55,lower_bound,ok,17.7,,,,,,,,,0.0,17.7,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_fork_630e9689,7,4,fork,12.0,6-8,1.0,0.55,sequential,no_solution,,,,,,,,,,,17.7,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_fork_630e9689,7,4,fork,12.0,6-8,1.0,0.55,wm_planner,ok,18.3,62.0,57.525,8.65,True,0.8583,0.3204,0,2,10.276,17.7,1.0339,445f7ff,0,300.0,16,16,True,,0,0,20.3803,43ec5c75ad5c
n4_none_49a981a7,5,4,none,8.0,2-3,0.0,0.55,lower_bound,ok,10.2,,,,,,,,,0.0,10.2,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_49a981a7,5,4,none,8.0,2-3,0.0,0.55,sequential,ok,25.1,58.4,23.458,33.3,True,1.0085,0.3921,0,,0.017,10.2,2.4608,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_49a981a7,5,4,none,8.0,2-3,0.0,0.55,wm_planner,ok,10.7,26.8,24.042,1.704,True,1.0078,0.337,0,0,2.5,10.2,1.049,445f7ff,0,300.0,16,16,True,,0,0,14.1705,43ec5c75ad5c
n4_none_364a8825,2,4,none,8.0,2-3,0.0,0.55,lower_bound,ok,11.5,,,,,,,,,0.0,11.5,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_364a8825,2,4,none,8.0,2-3,0.0,0.55,sequential,no_solution,,,,,,,,,,,11.5,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_364a8825,2,4,none,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,19.0,43.7,27.587,16.021,False,0.9385,0.3208,0,2,5.708,11.5,1.6522,445f7ff,0,300.0,16,16,True,deadlock: no team progress,0,0,17.1852,43ec5c75ad5c
n4_none_364a8825,2,4,none,8.0,2-3,0.0,0.55,wm_planner,ok,12.3,30.2,27.514,2.627,True,0.9274,0.4051,0,1,4.58,11.5,1.0696,445f7ff,2,300.0,16,16,True,,0,0,12.0165,43ec5c75ad5c
n4_none_49a981a7,5,4,none,8.0,2-3,0.0,0.55,wm_planner,ok,10.7,26.7,23.947,1.721,True,0.9865,0.3278,0,0,3.092,10.2,1.049,445f7ff,2,300.0,16,16,True,,0,0,13.4594,43ec5c75ad5c
n4_none_49a981a7,5,4,none,8.0,2-3,0.0,0.55,wm_planner,ok,10.7,27.9,24.119,2.713,True,1.0079,0.337,0,1,4.074,10.2,1.049,445f7ff,1,300.0,16,16,True,,0,0,14.1705,43ec5c75ad5c
n4_none_ad74652a,3,4,none,8.0,2-3,0.0,0.55,wm_planner,ok,13.8,49.9,46.736,6.7,True,0.9339,0.3315,0,4,5.618,12.2,1.1311,445f7ff,2,300.0,16,16,True,,0,0,13.4221,43ec5c75ad5c
n4_none_ad356f8d,0,4,none,8.0,2-3,0.0,0.55,lower_bound,ok,10.5,,,,,,,,,0.0,10.5,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_ad356f8d,0,4,none,8.0,2-3,0.0,0.55,sequential,no_solution,,,,,,,,,,,10.5,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_ad356f8d,0,4,none,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,22.0,54.9,33.697,22.57,False,0.9216,0.3209,0,2,9.677,10.5,2.0952,445f7ff,0,300.0,16,16,True,deadlock: no team progress,0,0,13.7545,43ec5c75ad5c
n4_none_fcc35871,7,4,none,8.0,2-3,0.0,0.55,lower_bound,ok,10.8,,,,,,,,,0.0,10.8,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_fcc35871,7,4,none,8.0,2-3,0.0,0.55,sequential,no_solution,,,,,,,,,,,10.8,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_fcc35871,7,4,none,8.0,2-3,0.0,0.55,wm_planner,ok,12.2,44.3,39.291,6.838,True,0.9221,0.3546,0,2,3.53,10.8,1.1296,445f7ff,0,300.0,16,16,True,,0,0,16.9453,43ec5c75ad5c
n4_none_f363615e,6,4,none,8.0,2-3,0.0,0.55,wm_planner,ok,9.6,36.7,32.317,5.136,True,0.8334,0.3382,0,3,3.894,9.4,1.0213,445f7ff,1,300.0,16,16,True,,0,0,19.8391,43ec5c75ad5c
n4_none_fcc35871,7,4,none,8.0,2-3,0.0,0.55,wm_planner,ok,12.0,41.4,40.841,2.747,True,0.7491,0.3289,0,3,3.442,10.8,1.1111,445f7ff,1,300.0,16,16,True,,0,0,22.4338,43ec5c75ad5c
n4_none_ad74652a,3,4,none,8.0,2-3,0.0,0.55,wm_planner,ok,15.6,48.8,47.456,5.004,True,0.9252,0.3402,0,5,7.893,12.2,1.2787,445f7ff,1,300.0,16,16,True,,0,0,14.6382,43ec5c75ad5c
n4_none_ad74652a,3,4,none,8.0,2-3,0.0,0.55,lower_bound,ok,12.2,,,,,,,,,0.0,12.2,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_ad74652a,3,4,none,8.0,2-3,0.0,0.55,sequential,no_solution,,,,,,,,,,,12.2,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_ad74652a,3,4,none,8.0,2-3,0.0,0.55,wm_planner,ok,13.8,50.0,47.16,6.57,True,0.9301,0.3245,0,4,7.712,12.2,1.1311,445f7ff,0,300.0,16,16,True,,0,0,13.6793,43ec5c75ad5c
n4_none_f363615e,6,4,none,8.0,2-3,0.0,0.55,lower_bound,ok,9.4,,,,,,,,,0.0,9.4,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_f363615e,6,4,none,8.0,2-3,0.0,0.55,sequential,no_solution,,,,,,,,,,,9.4,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_f363615e,6,4,none,8.0,2-3,0.0,0.55,wm_planner,ok,10.0,35.7,32.22,4.235,True,0.9258,0.3201,0,2,4.933,9.4,1.0638,445f7ff,0,300.0,16,16,True,,0,0,16.9972,43ec5c75ad5c
n4_none_d0e988dd,4,4,none,8.0,2-3,0.0,0.55,lower_bound,ok,14.7,,,,,,,,,0.0,14.7,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_d0e988dd,4,4,none,8.0,2-3,0.0,0.55,sequential,no_solution,,,,,,,,,,,14.7,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_d0e988dd,4,4,none,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,23.0,61.3,32.506,29.892,False,0.9204,0.3206,0,2,7.671,14.7,1.5646,445f7ff,0,300.0,16,16,True,deadlock: no team progress,0,0,23.6729,43ec5c75ad5c
n4_none_d0e988dd,4,4,none,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,24.0,64.1,32.139,32.959,False,0.9204,0.3212,0,3,7.991,14.7,1.6327,445f7ff,1,300.0,16,16,True,deadlock: no team progress,0,0,12.0,43ec5c75ad5c
n4_none_d0e988dd,4,4,none,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,28.0,64.7,36.199,30.341,False,0.9204,0.3206,0,1,8.11,14.7,1.9048,445f7ff,2,300.0,16,16,True,deadlock: no team progress,0,0,12.6701,43ec5c75ad5c
n4_none_f363615e,6,4,none,8.0,2-3,0.0,0.55,wm_planner,ok,10.0,36.1,32.219,4.741,True,0.9467,0.4308,0,3,5.286,9.4,1.0638,445f7ff,2,300.0,16,16,True,,0,0,15.0501,43ec5c75ad5c
n4_none_fcc35871,7,4,none,8.0,2-3,0.0,0.55,wm_planner,ok,12.1,43.7,39.881,5.859,True,0.7491,0.351,0,2,6.476,10.8,1.1204,445f7ff,2,300.0,16,16,True,,0,0,21.9624,43ec5c75ad5c
n4_none_028e9845,8,4,none,8.0,2-3,0.0,0.55,wm_planner,ok,13.5,45.1,44.938,3.846,True,0.9426,0.3219,0,2,5.215,13.1,1.0305,445f7ff,2,300.0,16,16,True,,0,0,23.398,43ec5c75ad5c
n4_none_028e9845,8,4,none,8.0,2-3,0.0,0.55,lower_bound,ok,13.1,,,,,,,,,0.0,13.1,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_028e9845,8,4,none,8.0,2-3,0.0,0.55,sequential,no_solution,,,,,,,,,,,13.1,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_028e9845,8,4,none,8.0,2-3,0.0,0.55,wm_planner,ok,15.0,50.8,44.113,10.218,True,0.9348,0.3201,0,1,6.727,13.1,1.145,445f7ff,0,300.0,16,16,True,,0,0,14.5694,43ec5c75ad5c
n4_none_89fe5f1c,9,4,none,8.0,2-3,0.0,0.55,wm_planner,ok,13.0,40.1,36.556,5.393,True,0.7013,0.3212,0,2,4.449,11.7,1.1111,445f7ff,1,300.0,16,16,True,,0,0,13.278,43ec5c75ad5c
n4_none_89fe5f1c,9,4,none,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,15.0,37.8,30.047,8.562,False,0.9234,0.3212,0,2,4.515,11.7,1.2821,445f7ff,2,300.0,16,16,True,deadlock: no team progress,0,0,12.0,43ec5c75ad5c
n4_none_b6545ed2,1,4,none,8.0,2-3,1.0,0.55,wm_planner,ok,10.9,38.3,35.442,4.138,True,0.9205,0.3205,0,3,3.905,10.5,1.0381,445f7ff,2,300.0,16,16,False,,0,0,19.4487,43ec5c75ad5c
n4_none_028e9845,8,4,none,8.0,2-3,0.0,0.55,wm_planner,ok,14.1,42.6,41.798,4.069,True,0.9302,0.3255,0,1,7.112,13.1,1.0763,445f7ff,1,300.0,16,16,False,,0,0,23.8282,43ec5c75ad5c
n4_none_b6545ed2,1,4,none,8.0,2-3,1.0,0.55,lower_bound,ok,10.5,,,,,,,,,0.0,10.5,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_b6545ed2,1,4,none,8.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,10.5,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_b6545ed2,1,4,none,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,18.0,46.6,27.649,19.736,False,0.927,0.3257,0,0,4.566,10.5,1.7143,445f7ff,0,300.0,16,16,True,deadlock: no team progress,0,0,19.7226,43ec5c75ad5c
n4_none_b6545ed2,1,4,none,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,18.0,46.6,27.649,19.736,False,0.927,0.3257,0,0,5.109,10.5,1.7143,445f7ff,1,300.0,16,16,True,deadlock: no team progress,0,0,19.7226,43ec5c75ad5c
n4_none_3aa697a0,2,4,none,8.0,2-3,1.0,0.55,wm_planner,ok,13.6,30.8,27.828,2.558,True,0.936,0.4158,0,2,4.795,11.9,1.1429,445f7ff,1,300.0,16,16,False,,0,0,14.6758,43ec5c75ad5c
n4_none_89fe5f1c,9,4,none,8.0,2-3,0.0,0.55,lower_bound,ok,11.7,,,,,,,,,0.0,11.7,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_89fe5f1c,9,4,none,8.0,2-3,0.0,0.55,sequential,ok,32.7,79.0,33.563,46.3,True,0.7488,0.3527,0,,0.032,11.7,2.7949,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_89fe5f1c,9,4,none,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,17.0,49.7,32.575,18.307,False,0.9259,0.3212,0,3,7.965,11.7,1.453,445f7ff,0,300.0,16,16,True,deadlock: no team progress,0,0,20.2574,43ec5c75ad5c
n4_none_3aa697a0,2,4,none,8.0,2-3,1.0,0.55,lower_bound,ok,11.9,,,,,,,,,0.0,11.9,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_3aa697a0,2,4,none,8.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,11.9,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_3aa697a0,2,4,none,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,20.0,48.2,30.052,18.034,False,0.9258,0.3233,0,1,5.731,11.9,1.6807,445f7ff,0,300.0,16,16,True,deadlock: no team progress,0,0,15.4963,43ec5c75ad5c
n4_none_d11e5516,0,4,none,8.0,2-3,1.0,0.55,lower_bound,ok,10.4,,,,,,,,,0.0,10.4,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_d11e5516,0,4,none,8.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,10.4,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_d11e5516,0,4,none,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,20.0,58.0,42.371,18.44,False,0.7295,0.3216,0,2,7.056,10.4,1.9231,445f7ff,0,300.0,16,16,True,deadlock: no team progress,0,0,13.93,43ec5c75ad5c
n4_none_aea15523,3,4,none,8.0,2-3,1.0,0.55,lower_bound,ok,12.6,,,,,,,,,0.0,12.6,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_aea15523,3,4,none,8.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,12.6,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_aea15523,3,4,none,8.0,2-3,1.0,0.55,wm_planner,ok,14.4,49.0,47.091,5.221,True,0.9237,0.3234,0,3,5.491,12.6,1.1429,445f7ff,0,300.0,16,16,True,,0,0,19.0887,43ec5c75ad5c
n4_none_aea15523,3,4,none,8.0,2-3,1.0,0.55,wm_planner,ok,15.8,49.5,47.565,5.219,True,0.7972,0.3358,0,6,5.685,12.6,1.254,445f7ff,1,300.0,16,16,True,,0,0,13.2289,43ec5c75ad5c
n4_none_d11e5516,0,4,none,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,19.0,54.2,38.581,17.782,False,0.921,0.3224,0,2,9.516,10.4,1.8269,445f7ff,2,300.0,16,16,True,deadlock: no team progress,0,0,17.4972,43ec5c75ad5c
n4_none_8f2465d5,4,4,none,8.0,2-3,1.0,0.55,wm_planner,ok,18.4,51.2,45.782,8.879,True,0.9246,0.3239,0,5,6.09,14.3,1.2867,445f7ff,1,300.0,16,16,True,,0,0,16.8051,43ec5c75ad5c
n4_none_d11e5516,0,4,none,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,20.0,59.2,42.73,19.351,False,0.9281,0.321,0,3,10.513,10.4,1.9231,445f7ff,1,300.0,16,16,True,deadlock: no team progress,0,0,13.93,43ec5c75ad5c
n4_none_dac2b48e,6,4,none,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,17.0,41.9,31.649,10.881,False,1.0332,0.3212,0,1,4.004,10.6,1.6038,445f7ff,1,300.0,16,16,True,deadlock: no team progress,0,0,13.2595,43ec5c75ad5c
n4_none_aea15523,3,4,none,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,19.0,58.8,47.432,14.523,False,0.9304,0.3213,0,7,7.17,12.6,1.5079,445f7ff,2,300.0,16,16,True,deadlock: no team progress,0,0,16.0968,43ec5c75ad5c
n4_none_5c947930,5,4,none,8.0,2-3,1.0,0.55,lower_bound,ok,11.5,,,,,,,,,0.0,11.5,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_5c947930,5,4,none,8.0,2-3,1.0,0.55,sequential,ok,33.4,82.1,33.012,48.7,True,0.9386,0.3921,0,,0.021,11.5,2.9043,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_5c947930,5,4,none,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,18.0,49.4,27.171,21.187,False,0.922,0.3278,0,3,6.236,11.5,1.5652,445f7ff,0,300.0,16,16,True,deadlock: no team progress,0,0,16.685,43ec5c75ad5c
n4_none_dac2b48e,6,4,none,8.0,2-3,1.0,0.55,wm_planner,ok,13.0,38.3,36.427,3.429,True,0.9346,0.4302,0,5,4.248,10.6,1.2264,445f7ff,2,300.0,16,16,True,,0,0,17.2936,43ec5c75ad5c
n4_none_3aa697a0,2,4,none,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,21.0,49.2,29.779,19.34,False,0.7004,0.3209,0,2,8.251,11.9,1.7647,445f7ff,2,300.0,16,16,False,deadlock: no team progress,0,0,19.3571,43ec5c75ad5c
n4_none_5c947930,5,4,none,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,17.0,46.9,26.556,19.254,False,0.932,0.3278,0,1,5.779,11.5,1.4783,445f7ff,1,300.0,16,16,True,deadlock: no team progress,0,0,12.0,43ec5c75ad5c
n4_none_dac2b48e,6,4,none,8.0,2-3,1.0,0.55,lower_bound,ok,10.6,,,,,,,,,0.0,10.6,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_dac2b48e,6,4,none,8.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,10.6,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_dac2b48e,6,4,none,8.0,2-3,1.0,0.55,wm_planner,ok,12.8,37.5,36.192,2.804,True,0.9,0.3265,0,2,5.718,10.6,1.2075,445f7ff,0,300.0,16,16,True,,0,0,17.8959,43ec5c75ad5c
n4_none_8f2465d5,4,4,none,8.0,2-3,1.0,0.55,lower_bound,ok,14.3,,,,,,,,,0.0,14.3,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_8f2465d5,4,4,none,8.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,14.3,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_8f2465d5,4,4,none,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,29.0,66.1,36.501,32.586,False,0.9202,0.3206,0,3,8.72,14.3,2.028,445f7ff,0,300.0,16,16,True,deadlock: no team progress,0,0,23.6729,43ec5c75ad5c
n4_none_b1efc690,7,4,none,8.0,2-3,1.0,0.55,wm_planner,ok,12.4,41.6,40.809,2.597,True,0.7491,0.3289,0,3,4.341,11.2,1.1071,445f7ff,1,300.0,16,16,False,,0,0,22.4338,43ec5c75ad5c
n4_none_b1efc690,7,4,none,8.0,2-3,1.0,0.55,lower_bound,ok,11.2,,,,,,,,,0.0,11.2,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_b1efc690,7,4,none,8.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,11.2,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n4_none_b1efc690,7,4,none,8.0,2-3,1.0,0.55,wm_planner,ok,12.5,44.2,39.52,6.27,True,0.7491,0.3546,0,1,4.604,11.2,1.1161,445f7ff,0,300.0,16,16,True,,0,0,16.9453,43ec5c75ad5c
n4_none_5c947930,5,4,none,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,18.0,48.8,26.848,20.938,False,0.922,0.3278,0,2,8.266,11.5,1.5652,445f7ff,2,300.0,16,16,True,deadlock: no team progress,0,0,12.0,43ec5c75ad5c
n4_none_8f2465d5,4,4,none,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,21.0,56.7,30.941,27.842,False,0.9283,0.3206,0,2,10.078,14.3,1.4685,445f7ff,2,300.0,16,16,True,deadlock: no team progress,0,0,14.926,43ec5c75ad5c
