uid,instance_seed,n_agents,dep_mode,size,n_obstacles,couple_prob,couple_dist,method,status,team_time,flow_time,distance,wait,valid,agent_clearance,obstacle_clearance,dep_violations,n_switches,runtime_s,lower_bound,ratio_to_bound,git_commit,planner_seed,timeout_s,n_modes,n_feasible_modes,chosen_is_fastest_feasible,note,n_amax_violations,n_amax_viol_stop,n_amax_viol_block,n_amax_viol_snap,n_amax_viol_project,n_project_active,n_blocked,n_evals,n_stalled_evals,max_accel,phys_fp
n2_chain_aa3bf00e,1,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,12.8,18.4,14.398,4.488,True,2.5247,0.32,0,3,2.15,10.1,1.2673,88755d1,1,300.0,12,12,True,,8,2,2,4,0,82,2,108,0,8.6934,1f9fc93a5969
n2_chain_add0f77c,3,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,11.1,,,,,,,,,0.0,11.1,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_add0f77c,3,2,chain,8.0,2-3,0.0,0.55,sequential,ok,17.9,29.0,19.241,11.1,True,0.8088,0.4239,0,,0.004,11.1,1.6126,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_add0f77c,3,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,12.2,22.3,19.449,4.651,True,2.4363,0.3312,0,2,2.17,11.1,1.0991,88755d1,0,300.0,16,16,True,,6,2,2,2,0,132,2,112,0,9.9808,1f9fc93a5969
n2_chain_5fca519e,2,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,9.8,18.9,14.335,4.709,True,0.9404,0.7362,0,0,2.207,8.5,1.1529,88755d1,1,300.0,16,16,True,,4,2,1,1,0,83,1,88,0,9.5386,1f9fc93a5969
n2_chain_add0f77c,3,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,12.1,22.2,19.557,4.444,True,2.4363,0.3585,0,1,2.282,11.1,1.0901,88755d1,1,300.0,16,16,True,,6,2,1,3,0,134,1,112,0,9.5506,1f9fc93a5969
n2_chain_5fca519e,2,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,8.5,,,,,,,,,0.0,8.5,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_5fca519e,2,2,chain,8.0,2-3,0.0,0.55,sequential,no_solution,,,,,,,,,,,8.5,,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_5fca519e,2,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,9.7,18.7,14.46,4.405,True,0.9404,0.6774,0,0,2.331,8.5,1.1412,88755d1,0,300.0,16,16,True,,4,2,1,1,0,80,1,88,0,10.4209,1f9fc93a5969
n2_chain_0d69eec5,0,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,9.3,,,,,,,,,0.0,9.3,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_0d69eec5,0,2,chain,8.0,2-3,0.0,0.55,sequential,ok,14.6,23.2,14.422,8.6,True,3.4653,0.4059,0,,0.006,9.3,1.5699,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_0d69eec5,0,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,11.0,21.5,15.189,6.509,True,4.2521,0.3201,0,2,2.891,9.3,1.1828,88755d1,0,300.0,16,16,True,,5,2,2,1,0,85,2,96,0,12.0,1f9fc93a5969
n2_chain_0d69eec5,0,2,chain,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,17.0,28.1,12.446,15.358,False,4.2521,0.3201,0,1,2.902,9.3,1.828,88755d1,1,300.0,16,16,True,deadlock: no team progress,5,2,2,1,0,72,2,144,0,12.0,1f9fc93a5969
n2_chain_0d69eec5,0,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,10.9,21.5,15.525,6.22,True,3.2823,0.3207,0,2,2.981,9.3,1.172,88755d1,2,300.0,16,16,True,,6,2,2,2,0,86,2,96,0,12.0,1f9fc93a5969
n2_chain_0870fe7e,7,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,8.4,15.5,11.258,3.841,True,3.6431,0.8647,0,0,0.83,7.8,1.0769,88755d1,1,300.0,16,16,True,,5,2,1,2,0,75,1,80,0,11.8837,1f9fc93a5969
n2_chain_add0f77c,3,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,12.1,22.2,19.557,4.444,True,2.4363,0.3585,0,1,3.115,11.1,1.0901,88755d1,2,300.0,16,16,True,,6,2,1,3,0,134,1,112,0,9.5506,1f9fc93a5969
n2_chain_19520b24,5,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,13.2,,,,,,,,,0.0,13.2,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_19520b24,5,2,chain,8.0,2-3,0.0,0.55,sequential,ok,18.0,24.3,17.987,6.3,True,1.6358,0.4114,0,,0.005,13.2,1.3636,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_19520b24,5,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,15.7,22.7,18.702,4.437,True,0.9207,0.3221,0,6,2.035,13.2,1.1894,88755d1,0,300.0,16,16,True,,4,2,1,1,0,116,1,136,0,7.9674,1f9fc93a5969
n2_chain_810c8d4a,6,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,10.2,,,,,,,,,0.0,10.2,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_810c8d4a,6,2,chain,8.0,2-3,0.0,0.55,sequential,ok,17.4,25.0,17.749,7.6,True,2.972,0.3918,0,,0.005,10.2,1.7059,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_810c8d4a,6,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,12.1,20.6,18.476,2.882,True,1.0715,0.3201,0,1,1.888,10.2,1.1863,88755d1,0,300.0,16,16,True,,9,2,3,4,0,126,3,112,0,12.0,1f9fc93a5969
n2_chain_19520b24,5,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,15.8,22.8,18.901,4.331,True,0.9237,0.3221,0,3,2.047,13.2,1.197,88755d1,1,300.0,16,16,True,,6,2,1,3,0,124,1,136,0,9.7805,1f9fc93a5969
n2_chain_810c8d4a,6,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,12.1,20.6,18.507,2.859,True,1.0715,0.3201,0,1,1.869,10.2,1.1863,88755d1,1,300.0,16,16,True,,8,2,2,4,0,125,2,112,0,12.0,1f9fc93a5969
n2_chain_0870fe7e,7,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,7.8,,,,,,,,,0.0,7.8,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_0870fe7e,7,2,chain,8.0,2-3,0.0,0.55,sequential,ok,11.7,19.5,10.932,7.8,True,1.9208,0.8647,0,,0.005,7.8,1.5,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_0870fe7e,7,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,8.4,15.5,11.258,3.841,True,3.6431,0.8647,0,0,1.702,7.8,1.0769,88755d1,0,300.0,16,16,True,,5,2,1,2,0,75,1,80,0,11.8837,1f9fc93a5969
n2_chain_19520b24,5,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,15.8,22.8,18.916,4.312,True,0.9235,0.3221,0,2,2.179,13.2,1.197,88755d1,2,300.0,16,16,True,,7,1,2,4,0,125,2,136,0,9.7433,1f9fc93a5969
n2_chain_0870fe7e,7,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,8.4,15.5,11.018,4.041,True,3.6431,0.8647,0,1,1.686,7.8,1.0769,88755d1,2,300.0,16,16,True,,6,2,1,3,0,70,1,80,0,8.5222,1f9fc93a5969
n2_chain_2f442b4e,1,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,6.5,,,,,,,,,0.0,6.5,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_2f442b4e,1,2,chain,8.0,2-3,1.0,0.55,sequential,ok,11.7,18.2,11.413,6.5,True,2.5347,0.4599,0,,0.003,6.5,1.8,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_2f442b4e,1,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,7.0,12.8,11.569,1.244,True,0.9373,0.4415,0,2,0.897,6.5,1.0769,88755d1,0,300.0,12,12,True,,5,2,0,3,0,72,0,60,0,9.4909,1f9fc93a5969
n2_chain_2f442b4e,1,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,7.0,12.8,11.569,1.244,True,0.9373,0.4415,0,2,0.899,6.5,1.0769,88755d1,1,300.0,12,12,True,,5,2,0,3,0,72,0,60,0,9.4909,1f9fc93a5969
n2_chain_810c8d4a,6,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,12.0,20.4,18.196,2.918,True,0.9989,0.3201,0,1,2.634,10.2,1.1765,88755d1,2,300.0,16,16,True,,8,2,2,4,0,110,2,104,0,12.0,1f9fc93a5969
n2_chain_2f442b4e,1,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,7.0,12.8,11.569,1.244,True,0.9373,0.4415,0,2,1.275,6.5,1.0769,88755d1,2,300.0,12,12,True,,5,2,0,3,0,72,0,60,0,9.4909,1f9fc93a5969
n2_chain_0bbc5f6a,8,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,13.5,24.3,18.375,6.679,True,1.258,0.3231,0,1,2.317,11.5,1.1739,88755d1,2,300.0,16,16,True,,5,2,1,2,0,106,1,120,0,9.4308,1f9fc93a5969
n2_chain_5c29c9ac,0,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,16.4,30.9,22.67,9.668,True,1.0074,0.3227,0,5,2.374,13.0,1.2615,88755d1,1,300.0,16,16,True,,4,1,1,2,0,130,1,144,0,9.1646,1f9fc93a5969
n2_chain_0bbc5f6a,8,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,11.5,,,,,,,,,0.0,11.5,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_0bbc5f6a,8,2,chain,8.0,2-3,0.0,0.55,sequential,ok,17.8,26.8,18.189,9.0,True,1.1895,0.4006,0,,0.007,11.5,1.5478,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_0bbc5f6a,8,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,13.5,24.3,19.03,6.125,True,1.258,0.3218,0,2,3.259,11.5,1.1739,88755d1,0,300.0,16,16,True,,7,2,2,3,0,114,2,120,0,10.2214,1f9fc93a5969
n2_chain_e25e3efb,9,2,chain,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,11.0,22.0,8.678,14.768,False,5.1185,0.3206,0,0,2.583,10.6,1.0377,88755d1,2,300.0,16,16,True,deadlock: no team progress,1,0,1,0,0,61,1,96,0,7.3999,1f9fc93a5969
n2_chain_5a72ff5b,2,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,9.3,,,,,,,,,0.0,9.3,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_5a72ff5b,2,2,chain,8.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,9.3,,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_5a72ff5b,2,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,10.1,19.7,15.731,3.867,True,0.9514,0.7587,0,0,1.843,9.3,1.086,88755d1,0,300.0,16,16,True,,5,2,1,2,0,87,1,96,0,9.411,1f9fc93a5969
n2_chain_0bbc5f6a,8,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,14.9,27.1,18.428,9.427,True,1.258,0.3266,0,1,3.742,11.5,1.2957,88755d1,1,300.0,16,16,True,,7,2,2,3,0,92,2,128,0,9.4308,1f9fc93a5969
n2_chain_5a72ff5b,2,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,9.9,19.6,14.895,4.496,True,0.9498,0.6907,0,2,2.503,9.3,1.0645,88755d1,1,300.0,16,16,True,,4,1,1,2,0,92,1,88,0,9.411,1f9fc93a5969
n2_chain_5a72ff5b,2,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,9.9,19.6,14.895,4.496,True,0.9498,0.6907,0,2,1.85,9.3,1.0645,88755d1,2,300.0,16,16,True,,4,1,1,2,0,92,1,88,0,9.411,1f9fc93a5969
n2_chain_e25e3efb,9,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,10.6,,,,,,,,,0.0,10.6,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_e25e3efb,9,2,chain,8.0,2-3,0.0,0.55,sequential,ok,18.7,28.6,19.376,9.9,True,1.0228,0.4123,0,,0.007,10.6,1.7642,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_e25e3efb,9,2,chain,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,11.0,22.0,8.797,14.669,False,4.9477,0.3206,0,0,3.633,10.6,1.0377,88755d1,0,300.0,16,16,True,deadlock: no team progress,1,0,1,0,0,62,1,96,0,7.3196,1f9fc93a5969
n2_chain_e25e3efb,9,2,chain,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,11.0,22.0,8.678,14.768,False,5.1185,0.3206,0,0,3.619,10.6,1.0377,88755d1,1,300.0,16,16,True,deadlock: no team progress,1,0,1,0,0,61,1,96,0,7.3999,1f9fc93a5969
n2_chain_5c29c9ac,0,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,15.3,29.7,22.034,8.993,True,0.966,0.3201,0,5,3.169,13.0,1.1769,88755d1,2,300.0,16,16,True,,6,2,1,3,0,125,1,136,0,8.1083,1f9fc93a5969
n2_chain_84847a1e,4,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,10.2,19.9,11.171,8.347,True,2.867,0.3348,0,1,1.292,8.7,1.1724,88755d1,1,300.0,12,12,True,,7,2,3,2,0,64,3,92,0,11.972,1f9fc93a5969
n2_chain_84847a1e,4,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,8.7,,,,,,,,,0.0,8.7,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_84847a1e,4,2,chain,8.0,2-3,1.0,0.55,sequential,ok,11.9,20.4,11.224,8.5,True,2.867,0.466,0,,0.002,8.7,1.3678,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_84847a1e,4,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,10.2,19.9,11.171,8.347,True,2.867,0.3348,0,1,1.662,8.7,1.1724,88755d1,0,300.0,12,12,True,,7,2,3,2,0,64,3,92,0,11.972,1f9fc93a5969
n2_chain_1dc33093,7,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,8.1,13.8,11.179,2.172,True,0.9769,0.4991,0,0,0.712,7.3,1.1096,88755d1,1,300.0,12,12,True,,3,2,0,1,0,65,0,76,0,9.6614,1f9fc93a5969
n2_chain_1dc33093,7,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,8.1,13.8,11.179,2.172,True,0.9769,0.4991,0,0,1.011,7.3,1.1096,88755d1,2,300.0,12,12,True,,3,2,0,1,0,65,0,76,0,9.6614,1f9fc93a5969
n2_chain_ac62a6a2,5,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,13.2,,,,,,,,,0.0,13.2,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_ac62a6a2,5,2,chain,8.0,2-3,1.0,0.55,sequential,ok,18.0,23.9,17.987,5.9,True,1.6358,0.4114,0,,0.005,13.2,1.3636,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_ac62a6a2,5,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,15.7,22.3,18.719,4.024,True,0.9207,0.3221,0,6,2.257,13.2,1.1894,88755d1,0,300.0,16,16,True,,5,2,1,2,0,108,1,136,0,8.112,1f9fc93a5969
n2_chain_5c29c9ac,0,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,13.0,,,,,,,,,0.0,13.0,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_5c29c9ac,0,2,chain,8.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,13.0,,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_5c29c9ac,0,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,15.4,29.8,21.949,9.164,True,1.0101,0.3227,0,3,4.501,13.0,1.1846,88755d1,0,300.0,16,16,True,,4,1,1,2,0,124,1,136,0,9.1646,1f9fc93a5969
n2_chain_84847a1e,4,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,10.2,19.9,11.171,8.347,True,2.867,0.3348,0,1,2.434,8.7,1.1724,88755d1,2,300.0,12,12,True,,7,2,3,2,0,64,3,92,0,11.972,1f9fc93a5969
n2_chain_1dc33093,7,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,7.3,,,,,,,,,0.0,7.3,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_1dc33093,7,2,chain,8.0,2-3,1.0,0.55,sequential,ok,11.6,15.9,10.755,4.3,True,1.1229,0.4983,0,,0.005,7.3,1.589,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_1dc33093,7,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,8.1,13.8,11.179,2.172,True,0.9769,0.4991,0,0,1.408,7.3,1.1096,88755d1,0,300.0,12,12,True,,3,2,0,1,0,65,0,76,0,9.6614,1f9fc93a5969
n2_chain_ac62a6a2,5,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,15.8,22.4,18.901,3.931,True,0.9237,0.3221,0,3,2.26,13.2,1.197,88755d1,1,300.0,16,16,True,,6,2,1,3,0,124,1,136,0,9.7805,1f9fc93a5969
n2_chain_9e2fbfe5,6,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,12.0,20.4,13.764,5.829,True,0.9681,0.3607,0,2,1.854,10.5,1.1429,88755d1,1,300.0,16,16,True,,7,2,1,4,0,90,1,104,0,11.2379,1f9fc93a5969
n2_chain_fcca7b3d,3,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,14.6,,,,,,,,,0.0,14.6,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_fcca7b3d,3,2,chain,8.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,14.6,,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_fcca7b3d,3,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,20.0,33.2,26.752,8.618,True,0.9204,0.3251,0,4,3.561,14.6,1.3699,88755d1,0,300.0,16,16,True,,5,2,1,2,0,172,1,168,0,8.6048,1f9fc93a5969
n2_chain_9e2fbfe5,6,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,10.5,,,,,,,,,0.0,10.5,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_9e2fbfe5,6,2,chain,8.0,2-3,1.0,0.55,sequential,ok,14.6,22.6,13.419,8.0,True,2.2193,0.447,0,,0.006,10.5,1.3905,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_9e2fbfe5,6,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,12.6,20.9,17.129,3.525,True,0.9222,0.3908,0,3,2.694,10.5,1.2,88755d1,0,300.0,16,16,True,,5,2,0,3,0,87,0,112,0,10.1902,1f9fc93a5969
n2_chain_9e2fbfe5,6,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,12.7,21.1,17.113,3.751,True,0.9237,0.3908,0,4,2.696,10.5,1.2095,88755d1,2,300.0,16,16,True,,3,2,0,1,0,84,0,112,0,10.2327,1f9fc93a5969
n2_chain_ac62a6a2,5,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,15.8,22.4,18.916,3.912,True,0.9235,0.3221,0,2,3.122,13.2,1.197,88755d1,2,300.0,16,16,True,,7,1,2,4,0,125,2,136,0,9.7433,1f9fc93a5969
n2_chain_fcca7b3d,3,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,19.9,33.5,26.864,8.805,True,0.9204,0.321,0,1,4.883,14.6,1.363,88755d1,1,300.0,16,16,True,,7,2,2,3,0,173,2,168,0,12.0,1f9fc93a5969
n2_chain_3c3d12e3,9,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,12.2,,,,,,,,,0.0,12.2,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_3c3d12e3,9,2,chain,8.0,2-3,1.0,0.55,sequential,ok,18.1,26.6,17.64,8.5,True,1.0228,0.4104,0,,0.005,12.2,1.4836,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_3c3d12e3,9,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,14.6,24.3,18.758,5.579,True,0.8408,0.4302,0,4,1.905,12.2,1.1967,88755d1,0,300.0,16,16,True,,6,2,2,2,0,99,2,128,0,12.0,1f9fc93a5969
n2_chain_fcca7b3d,3,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,19.9,33.5,26.864,8.805,True,0.9204,0.321,0,2,4.842,14.6,1.363,88755d1,2,300.0,16,16,True,,7,2,2,3,0,173,2,168,0,12.0,1f9fc93a5969
n2_chain_78a396e2,8,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,16.4,29.5,24.009,6.761,True,0.9506,0.3212,0,2,2.518,12.1,1.3554,88755d1,1,300.0,16,16,True,,6,2,3,1,0,95,3,144,0,12.0,1f9fc93a5969
n2_chain_78a396e2,8,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,12.1,,,,,,,,,0.0,12.1,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_78a396e2,8,2,chain,8.0,2-3,1.0,0.55,sequential,ok,18.5,28.3,18.458,9.8,True,1.1895,0.4006,0,,0.005,12.1,1.5289,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_78a396e2,8,2,chain,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,18.0,29.9,13.719,16.885,False,2.6868,0.3218,0,2,3.37,12.1,1.4876,88755d1,0,300.0,16,16,True,deadlock: no team progress,1,0,1,0,0,79,1,152,0,8.4,1f9fc93a5969
n2_chain_f6ec0587,0,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,13.3,24.4,17.202,7.8,True,1.3042,0.3217,0,2,2.537,11.8,1.1271,88755d1,1,300.0,16,16,True,,3,1,2,0,0,82,2,120,0,9.4887,1f9fc93a5969
n2_chain_f6ec0587,0,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,13.2,23.5,17.05,7.031,True,1.2601,0.3217,0,2,2.527,11.8,1.1186,88755d1,2,300.0,16,16,True,,6,2,2,2,0,92,2,120,0,9.4887,1f9fc93a5969
n2_chain_78a396e2,8,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,16.4,29.5,24.009,6.761,True,0.9506,0.3212,0,3,3.059,12.1,1.3554,88755d1,2,300.0,16,16,True,,6,2,3,1,0,95,3,144,0,12.0,1f9fc93a5969
n2_chain_f56c6588,1,2,chain,8.0,4-6,0.0,0.55,lower_bound,ok,9.2,,,,,,,,,0.0,9.2,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_f56c6588,1,2,chain,8.0,4-6,0.0,0.55,sequential,ok,16.0,23.2,15.59,7.2,True,3.0239,0.4082,0,,0.005,9.2,1.7391,88755d1,0,300.0,,,,,,,,,,,,,,,1f9fc93a5969
n2_chain_f56c6588,1,2,chain,8.0,4-6,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,14.0,21.9,12.015,9.147,False,2.8093,0.3202,0,0,2.333,9.2,1.5217,88755d1,0,300.0,16,16,True,deadlock: no team progress,6,2,2,2,0,72,2,120,0,10.5656,1f9fc93a5969
n2_chain_3c3d12e3,9,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,14.7,24.9,18.939,5.997,True,0.9203,0.3642,0,3,3.42,12.2,1.2049,88755d1,2,300.0,16,16,True,,7,2,2,3,0,113,2,128,0,8.6387,1f9fc93a5969
