uid,instance_seed,n_agents,dep_mode,size,n_obstacles,couple_prob,couple_dist,method,status,team_time,flow_time,distance,wait,valid,agent_clearance,obstacle_clearance,dep_violations,n_switches,runtime_s,lower_bound,ratio_to_bound,git_commit,planner_seed,timeout_s,n_modes,n_feasible_modes,chosen_is_fastest_feasible,note,n_amax_violations,n_amax_viol_stop,n_amax_viol_block,n_amax_viol_snap,n_amax_viol_project,n_project_active,n_blocked,n_free_steps_calls,n_agent_violations,n_obstacle_violations,min_agent_clearance,min_obstacle_clearance,first_violation_t,n_evals,n_stalled_evals,max_accel,phys_fp
n2_chain_0d69eec5,0,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,9.8,18.9,14.517,4.531,True,3.9843,0.3267,0,0,3.866,9.3,1.0538,950e503,1,300.0,16,16,True,,0,0,0,0,0,110,0,165,0,0,3.98431,0.326671,-1,88,0,12.0,65eb7c9d9016
n2_chain_5fca519e,2,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,8.5,,,,,,,,,0.0,8.5,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_5fca519e,2,2,chain,8.0,2-3,0.0,0.55,sequential,no_solution,,,,,,,,,,,8.5,,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_5fca519e,2,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,9.1,17.7,15.083,2.849,True,0.9183,0.6245,0,1,3.786,8.5,1.0706,950e503,0,300.0,16,16,True,,0,0,0,0,0,106,0,153,0,0,0.918288,0.624524,-1,88,0,16.7798,65eb7c9d9016
n2_chain_add0f77c,3,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,11.1,,,,,,,,,0.0,11.1,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_add0f77c,3,2,chain,8.0,2-3,0.0,0.55,sequential,ok,17.9,29.0,19.241,11.1,True,0.8088,0.4239,0,,0.007,11.1,1.6126,950e503,0,300.0,,,,,,,,,,,,,0,0,0.808835,0.423921,-1,,,,65eb7c9d9016
n2_chain_add0f77c,3,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,11.4,20.8,19.412,3.055,True,2.4319,0.4314,0,0,4.087,11.1,1.027,950e503,0,300.0,16,15,True,,0,0,0,0,0,155,0,192,0,0,2.431936,0.431395,-1,104,1,17.148,65eb7c9d9016
n2_chain_0d69eec5,0,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,9.8,18.9,14.517,4.531,True,3.9843,0.3267,0,0,4.839,9.3,1.0538,950e503,2,300.0,16,16,True,,0,0,0,0,0,110,0,165,0,0,3.98431,0.326671,-1,88,0,12.0,65eb7c9d9016
n2_chain_0d69eec5,0,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,9.3,,,,,,,,,0.0,9.3,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_0d69eec5,0,2,chain,8.0,2-3,0.0,0.55,sequential,ok,14.6,23.2,14.422,8.6,True,3.4653,0.4059,0,,0.006,9.3,1.5699,950e503,0,300.0,,,,,,,,,,,,,0,0,3.465321,0.405881,-1,,,,65eb7c9d9016
n2_chain_0d69eec5,0,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,9.8,18.9,14.517,4.531,True,3.9843,0.3267,0,0,4.908,9.3,1.0538,950e503,0,300.0,16,16,True,,0,0,0,0,0,110,0,165,0,0,3.98431,0.326671,-1,88,0,12.0,65eb7c9d9016
n2_chain_add0f77c,3,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,11.5,21.0,19.324,3.335,True,2.4486,0.4314,0,0,5.038,11.1,1.036,950e503,2,300.0,16,14,True,,0,0,0,0,0,155,0,194,0,0,2.448581,0.431395,-1,104,2,15.0847,65eb7c9d9016
n2_chain_0870fe7e,7,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,7.8,,,,,,,,,0.0,7.8,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_0870fe7e,7,2,chain,8.0,2-3,0.0,0.55,sequential,ok,11.7,19.5,10.932,7.8,True,1.9208,0.8647,0,,0.006,7.8,1.5,950e503,0,300.0,,,,,,,,,,,,,0,0,1.920843,0.86471,-1,,,,65eb7c9d9016
n2_chain_0870fe7e,7,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,7.9,14.2,10.993,2.733,True,3.784,0.8647,0,0,2.084,7.8,1.0128,950e503,0,300.0,16,16,True,,0,0,0,0,0,89,0,118,0,0,3.783975,0.86471,-1,72,0,14.0148,65eb7c9d9016
n2_chain_0870fe7e,7,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,7.9,14.2,10.993,2.733,True,3.784,0.8647,0,0,2.001,7.8,1.0128,950e503,2,300.0,16,16,True,,0,0,0,0,0,89,0,118,0,0,3.783975,0.86471,-1,72,0,14.0148,65eb7c9d9016
n2_chain_0870fe7e,7,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,7.9,14.2,10.993,2.733,True,3.784,0.8647,0,0,2.257,7.8,1.0128,950e503,1,300.0,16,16,True,,0,0,0,0,0,89,0,118,0,0,3.783975,0.86471,-1,72,0,14.0148,65eb7c9d9016
n2_chain_19520b24,5,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,13.2,,,,,,,,,0.0,13.2,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_19520b24,5,2,chain,8.0,2-3,0.0,0.55,sequential,ok,18.0,24.3,17.987,6.3,True,1.6358,0.4114,0,,0.005,13.2,1.3636,950e503,0,300.0,,,,,,,,,,,,,0,0,1.635818,0.411397,-1,,,,65eb7c9d9016
n2_chain_19520b24,5,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,14.0,20.5,18.197,2.681,True,1.6766,0.347,0,0,3.871,13.2,1.0606,950e503,0,300.0,16,16,True,,0,0,0,0,0,142,0,177,0,0,1.676593,0.346953,-1,120,1,14.5102,65eb7c9d9016
n2_chain_810c8d4a,6,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,10.2,,,,,,,,,0.0,10.2,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_810c8d4a,6,2,chain,8.0,2-3,0.0,0.55,sequential,ok,17.4,25.0,17.749,7.6,True,2.972,0.3918,0,,0.004,10.2,1.7059,950e503,0,300.0,,,,,,,,,,,,,0,0,2.972035,0.391758,-1,,,,65eb7c9d9016
n2_chain_810c8d4a,6,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,11.3,19.4,18.503,1.725,True,1.0806,0.3283,0,0,3.517,10.2,1.1078,950e503,0,300.0,16,16,True,,0,0,0,0,0,143,0,170,0,0,1.080631,0.328277,-1,104,15,12.0,65eb7c9d9016
n2_chain_19520b24,5,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,14.0,20.5,18.2,2.681,True,1.6766,0.347,0,0,4.178,13.2,1.0606,950e503,1,300.0,16,16,True,,0,0,0,0,0,142,0,177,0,0,1.676593,0.346953,-1,120,0,14.5102,65eb7c9d9016
n2_chain_810c8d4a,6,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,11.4,19.6,18.502,1.927,True,1.0773,0.3329,0,0,3.631,10.2,1.1176,950e503,2,300.0,16,16,True,,0,0,0,0,0,143,0,172,0,0,1.077305,0.332925,-1,104,12,12.0,65eb7c9d9016
n2_chain_2f442b4e,1,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,6.5,,,,,,,,,0.0,6.5,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_2f442b4e,1,2,chain,8.0,2-3,1.0,0.55,sequential,ok,11.7,18.2,11.413,6.5,True,2.5347,0.4599,0,,0.004,6.5,1.8,950e503,0,300.0,,,,,,,,,,,,,0,0,2.534715,0.459927,-1,,,,65eb7c9d9016
n2_chain_2f442b4e,1,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,6.5,11.9,11.562,0.437,True,0.9657,0.4378,0,0,1.149,6.5,1.0,950e503,0,300.0,12,12,True,,0,0,0,0,0,92,0,99,0,0,0.965736,0.437832,-1,60,0,12.0,65eb7c9d9016
n2_chain_2f442b4e,1,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,6.5,11.9,11.562,0.437,True,0.9657,0.4378,0,0,1.158,6.5,1.0,950e503,1,300.0,12,12,True,,0,0,0,0,0,92,0,99,0,0,0.965736,0.437832,-1,60,0,12.0,65eb7c9d9016
n2_chain_810c8d4a,6,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,11.3,19.4,18.504,1.676,True,1.0278,0.3736,0,0,4.79,10.2,1.1078,950e503,1,300.0,16,16,True,,0,0,0,0,0,145,0,170,0,0,1.027801,0.373597,-1,104,12,12.0,65eb7c9d9016
n2_chain_0bbc5f6a,8,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,12.2,21.6,18.302,4.069,True,1.2538,0.3205,0,0,3.598,11.5,1.0609,950e503,2,300.0,16,12,True,,0,0,0,0,0,145,0,192,0,0,1.253811,0.320488,-1,112,9,16.2385,65eb7c9d9016
n2_chain_2f442b4e,1,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,6.5,11.9,11.562,0.437,True,0.9657,0.4378,0,0,1.165,6.5,1.0,950e503,2,300.0,12,12,True,,0,0,0,0,0,92,0,99,0,0,0.965736,0.437832,-1,60,0,12.0,65eb7c9d9016
n2_chain_0bbc5f6a,8,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,11.5,,,,,,,,,0.0,11.5,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_0bbc5f6a,8,2,chain,8.0,2-3,0.0,0.55,sequential,ok,17.8,26.8,18.189,9.0,True,1.1895,0.4006,0,,0.008,11.5,1.5478,950e503,0,300.0,,,,,,,,,,,,,0,0,1.189462,0.40057,-1,,,,65eb7c9d9016
n2_chain_0bbc5f6a,8,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,12.2,21.6,19.066,3.433,True,1.2538,0.3205,0,0,3.979,11.5,1.0609,950e503,0,300.0,16,11,True,,0,0,0,0,0,149,0,192,0,0,1.253811,0.320488,-1,112,11,16.2385,65eb7c9d9016
n2_chain_19520b24,5,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,14.1,20.6,18.219,2.765,True,1.6766,0.347,0,1,5.303,13.2,1.0682,950e503,2,300.0,16,16,True,,0,0,0,0,0,140,0,178,0,0,1.676593,0.346953,-1,128,2,12.807,65eb7c9d9016
n2_chain_0bbc5f6a,8,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,12.2,21.6,18.896,3.589,True,1.2538,0.3321,0,0,5.388,11.5,1.0609,950e503,1,300.0,16,14,True,,0,0,0,0,0,141,0,192,0,0,1.253811,0.332086,-1,112,2,12.0,65eb7c9d9016
n2_chain_e25e3efb,9,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,10.6,,,,,,,,,0.0,10.6,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_e25e3efb,9,2,chain,8.0,2-3,0.0,0.55,sequential,ok,18.7,28.6,19.376,9.9,True,1.0228,0.4123,0,,0.008,10.6,1.7642,950e503,0,300.0,,,,,,,,,,,,,0,0,1.022767,0.412316,-1,,,,65eb7c9d9016
n2_chain_e25e3efb,9,2,chain,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,12.0,24.0,8.881,16.599,False,4.9844,0.4308,0,0,5.069,10.6,1.1321,950e503,0,300.0,16,2,True,deadlock: no team progress,0,0,0,0,0,22,0,240,0,0,4.984424,0.430834,-1,104,102,12.0,65eb7c9d9016
n2_chain_5a72ff5b,2,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,9.4,18.4,15.039,3.194,True,1.0075,0.6758,0,0,2.837,9.3,1.0108,950e503,1,300.0,16,16,True,,0,0,0,0,0,107,0,156,0,0,1.00755,0.675773,-1,88,0,14.7511,65eb7c9d9016
n2_chain_5a72ff5b,2,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,9.4,18.4,15.039,3.194,True,1.0075,0.6758,0,0,2.858,9.3,1.0108,950e503,2,300.0,16,16,True,,0,0,0,0,0,107,0,156,0,0,1.00755,0.675773,-1,88,0,14.7511,65eb7c9d9016
n2_chain_e25e3efb,9,2,chain,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,12.0,24.0,8.763,16.697,False,5.1442,0.4308,0,0,5.421,10.6,1.1321,950e503,1,300.0,16,3,True,deadlock: no team progress,0,0,0,0,0,22,0,240,0,0,5.144205,0.430834,-1,104,101,12.0,65eb7c9d9016
n2_chain_5a72ff5b,2,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,9.3,,,,,,,,,0.0,9.3,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_5a72ff5b,2,2,chain,8.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,9.3,,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_5a72ff5b,2,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,9.4,18.5,15.807,2.656,True,1.0015,0.7751,0,0,3.403,9.3,1.0108,950e503,0,300.0,16,16,True,,0,0,0,0,0,115,0,157,0,0,1.001524,0.77509,-1,88,1,14.0152,65eb7c9d9016
n2_chain_84847a1e,4,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,9.7,18.8,11.161,7.158,True,2.867,0.4308,0,0,3.063,8.7,1.1149,950e503,1,300.0,12,12,True,,0,0,0,0,0,86,0,164,0,0,2.867013,0.430786,-1,84,0,12.0,65eb7c9d9016
n2_chain_e25e3efb,9,2,chain,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,12.0,24.0,8.737,16.719,False,4.9401,0.3206,0,0,6.34,10.6,1.1321,950e503,2,300.0,16,2,True,deadlock: no team progress,0,0,0,0,0,25,0,240,0,0,4.940121,0.320644,-1,104,102,12.0,65eb7c9d9016
n2_chain_84847a1e,4,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,8.7,,,,,,,,,0.0,8.7,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_84847a1e,4,2,chain,8.0,2-3,1.0,0.55,sequential,ok,11.9,20.4,11.224,8.5,True,2.867,0.466,0,,0.004,8.7,1.3678,950e503,0,300.0,,,,,,,,,,,,,0,0,2.867013,0.465978,-1,,,,65eb7c9d9016
n2_chain_84847a1e,4,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,9.7,18.8,11.161,7.158,True,2.867,0.4308,0,0,3.683,8.7,1.1149,950e503,0,300.0,12,12,True,,0,0,0,0,0,86,0,164,0,0,2.867013,0.430786,-1,84,0,12.0,65eb7c9d9016
n2_chain_5c29c9ac,0,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,13.0,,,,,,,,,0.0,13.0,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_5c29c9ac,0,2,chain,8.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,13.0,,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_5c29c9ac,0,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,14.2,27.3,21.851,6.809,True,1.0047,0.3208,0,0,6.123,13.0,1.0923,950e503,0,300.0,16,15,True,,0,0,0,0,0,154,0,249,0,0,1.004668,0.320788,-1,128,7,20.399,65eb7c9d9016
n2_chain_1dc33093,7,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,7.3,,,,,,,,,0.0,7.3,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_1dc33093,7,2,chain,8.0,2-3,1.0,0.55,sequential,ok,11.6,15.9,10.755,4.3,True,1.1229,0.4983,0,,0.004,7.3,1.589,950e503,0,300.0,,,,,,,,,,,,,0,0,1.122892,0.498316,-1,,,,65eb7c9d9016
n2_chain_1dc33093,7,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,7.5,11.8,10.897,0.41,True,0.8867,0.5528,0,1,1.41,7.3,1.0274,950e503,0,300.0,12,8,True,,0,0,0,0,0,87,0,94,0,0,0.886688,0.552767,-1,68,6,12.0,65eb7c9d9016
n2_chain_1dc33093,7,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,7.5,11.8,10.897,0.41,True,0.8867,0.5528,0,1,1.38,7.3,1.0274,950e503,1,300.0,12,8,True,,0,0,0,0,0,87,0,94,0,0,0.886688,0.552767,-1,68,6,12.0,65eb7c9d9016
n2_chain_84847a1e,4,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,9.7,18.8,11.161,7.158,True,2.867,0.4308,0,0,3.776,8.7,1.1149,950e503,2,300.0,12,12,True,,0,0,0,0,0,86,0,164,0,0,2.867013,0.430786,-1,84,0,12.0,65eb7c9d9016
n2_chain_1dc33093,7,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,7.5,11.8,10.897,0.41,True,0.8867,0.5528,0,1,1.324,7.3,1.0274,950e503,2,300.0,12,8,True,,0,0,0,0,0,87,0,94,0,0,0.886688,0.552767,-1,68,6,12.0,65eb7c9d9016
n2_chain_9e2fbfe5,6,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,10.5,,,,,,,,,0.0,10.5,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_9e2fbfe5,6,2,chain,8.0,2-3,1.0,0.55,sequential,ok,14.6,22.6,13.419,8.0,True,2.2193,0.447,0,,0.004,10.5,1.3905,950e503,0,300.0,,,,,,,,,,,,,0,0,2.219347,0.447023,-1,,,,65eb7c9d9016
n2_chain_9e2fbfe5,6,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,11.0,19.0,13.421,4.734,True,0.9567,0.4151,0,1,2.843,10.5,1.0476,950e503,0,300.0,16,15,True,,0,0,0,0,0,108,0,158,0,0,0.956683,0.415148,-1,96,1,12.0,65eb7c9d9016
n2_chain_5c29c9ac,0,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,14.2,27.4,21.872,6.824,True,1.0082,0.3208,0,0,7.482,13.0,1.0923,950e503,1,300.0,16,16,True,,0,0,0,0,0,155,0,250,0,0,1.008222,0.320788,-1,128,2,20.399,65eb7c9d9016
n2_chain_ac62a6a2,5,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,13.2,,,,,,,,,0.0,13.2,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_ac62a6a2,5,2,chain,8.0,2-3,1.0,0.55,sequential,ok,18.0,23.9,17.987,5.9,True,1.6358,0.4114,0,,0.006,13.2,1.3636,950e503,0,300.0,,,,,,,,,,,,,0,0,1.635818,0.411397,-1,,,,65eb7c9d9016
n2_chain_ac62a6a2,5,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,14.0,20.1,18.197,2.281,True,1.6766,0.347,0,0,3.72,13.2,1.0606,950e503,0,300.0,16,16,True,,0,0,0,0,0,142,0,173,0,0,1.676593,0.346953,-1,120,1,14.5102,65eb7c9d9016
n2_chain_9e2fbfe5,6,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,11.0,19.0,13.421,4.734,True,0.9567,0.4151,0,1,3.32,10.5,1.0476,950e503,1,300.0,16,15,True,,0,0,0,0,0,108,0,158,0,0,0.956683,0.415148,-1,96,1,12.0,65eb7c9d9016
n2_chain_5c29c9ac,0,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,14.3,27.7,21.801,7.244,True,0.9742,0.3232,0,0,8.633,13.0,1.1,950e503,2,300.0,16,15,True,,0,0,0,0,0,150,0,253,0,0,0.974229,0.323224,-1,128,2,17.0615,65eb7c9d9016
n2_chain_9e2fbfe5,6,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,11.0,19.0,13.421,4.734,True,0.9567,0.4151,0,1,3.808,10.5,1.0476,950e503,2,300.0,16,14,True,,0,0,0,0,0,108,0,158,0,0,0.956683,0.415148,-1,96,2,12.0,65eb7c9d9016
n2_chain_ac62a6a2,5,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,14.1,20.2,18.219,2.365,True,1.6766,0.347,0,1,4.953,13.2,1.0682,950e503,2,300.0,16,16,True,,0,0,0,0,0,140,0,174,0,0,1.676593,0.346953,-1,128,2,12.807,65eb7c9d9016
n2_chain_fcca7b3d,3,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,15.9,30.4,30.845,2.446,True,0.9223,0.3317,0,2,7.673,14.6,1.089,950e503,1,300.0,16,14,True,,0,0,0,0,0,226,0,280,0,0,0.922265,0.331679,-1,136,46,23.4538,65eb7c9d9016
n2_chain_fcca7b3d,3,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,14.6,,,,,,,,,0.0,14.6,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_fcca7b3d,3,2,chain,8.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,14.6,,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_fcca7b3d,3,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,15.8,30.0,30.531,2.201,True,0.923,0.3255,0,2,7.111,14.6,1.0822,950e503,0,300.0,16,15,True,,0,0,0,0,0,233,0,276,0,0,0.922964,0.325463,-1,136,26,17.1487,65eb7c9d9016
n2_chain_ac62a6a2,5,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,14.0,20.1,18.2,2.281,True,1.6766,0.347,0,0,5.382,13.2,1.0606,950e503,1,300.0,16,16,True,,0,0,0,0,0,142,0,173,0,0,1.676593,0.346953,-1,120,0,14.5102,65eb7c9d9016
n2_chain_fcca7b3d,3,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,15.6,29.8,30.903,1.774,True,0.9348,0.3277,0,2,7.605,14.6,1.0685,950e503,2,300.0,16,13,True,,0,0,0,0,0,238,0,274,0,0,0.934792,0.327728,-1,136,23,15.0847,65eb7c9d9016
n2_chain_3c3d12e3,9,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,13.6,23.7,19.453,4.381,True,0.8141,0.369,0,0,4.323,12.2,1.1148,950e503,1,300.0,16,10,True,,0,0,0,0,0,140,0,205,0,0,0.814143,0.368955,-1,120,15,15.1507,65eb7c9d9016
n2_chain_78a396e2,8,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,12.1,,,,,,,,,0.0,12.1,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_78a396e2,8,2,chain,8.0,2-3,1.0,0.55,sequential,ok,18.5,28.3,18.458,9.8,True,1.1895,0.4006,0,,0.006,12.1,1.5289,950e503,0,300.0,,,,,,,,,,,,,0,0,1.189462,0.40057,-1,,,,65eb7c9d9016
