uid,instance_seed,n_agents,dep_mode,size,n_obstacles,couple_prob,couple_dist,method,status,team_time,flow_time,distance,wait,valid,agent_clearance,obstacle_clearance,dep_violations,n_switches,runtime_s,lower_bound,ratio_to_bound,git_commit,planner_seed,timeout_s,n_modes,n_feasible_modes,chosen_is_fastest_feasible,note,n_amax_violations,n_amax_viol_stop,n_amax_viol_block,n_amax_viol_snap,n_amax_viol_project,n_project_active,n_blocked,max_accel,phys_fp
n2_fork_dd1ac563,2,2,fork,8.0,4-6,1.0,0.55,wm_planner,ok,11.7,23.1,17.129,6.1,True,0.9606,0.3492,0,2,2.355,7.7,1.5195,fb5c257,2,300.0,16,16,True,,4,2,1,1,0,80,1,12.0,2070da06d4a0
n2_fork_dd1ac563,2,2,fork,8.0,4-6,1.0,0.55,wm_planner,ok,11.8,23.2,17.032,6.281,True,0.9835,0.3492,0,4,2.499,7.7,1.5325,fb5c257,1,300.0,16,16,True,,4,2,1,1,0,69,1,9.0,2070da06d4a0
n2_fork_5fc190e1,4,2,fork,8.0,4-6,1.0,0.55,lower_bound,ok,9.9,,,,,,,,,0.0,9.9,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_5fc190e1,4,2,fork,8.0,4-6,1.0,0.55,sequential,ok,17.5,27.4,17.875,9.9,True,5.0304,0.4259,0,,0.005,9.9,1.7677,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_5fc190e1,4,2,fork,8.0,4-6,1.0,0.55,wm_planner,ok,11.1,21.5,18.595,3.738,True,4.0939,0.3342,0,0,2.033,9.9,1.1212,fb5c257,0,300.0,16,16,True,,3,1,1,1,0,122,1,12.0,2070da06d4a0
n2_fork_90028812,3,2,fork,8.0,4-6,1.0,0.55,wm_planner,ok,16.2,25.6,23.26,4.354,True,0.9217,0.3636,0,5,2.809,12.9,1.2558,fb5c257,1,300.0,16,16,True,,5,2,1,2,0,113,1,12.0,2070da06d4a0
n2_fork_dd1ac563,2,2,fork,8.0,4-6,1.0,0.55,lower_bound,ok,7.7,,,,,,,,,0.0,7.7,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_dd1ac563,2,2,fork,8.0,4-6,1.0,0.55,sequential,ok,13.2,20.9,12.352,7.7,True,3.0951,0.421,0,,0.005,7.7,1.7143,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_dd1ac563,2,2,fork,8.0,4-6,1.0,0.55,wm_planner,ok,11.6,22.9,16.684,6.279,True,0.9302,0.3857,0,5,3.169,7.7,1.5065,fb5c257,0,300.0,16,16,True,,5,2,1,2,0,67,1,9.2188,2070da06d4a0
n2_fork_5fc190e1,4,2,fork,8.0,4-6,1.0,0.55,wm_planner,ok,11.1,21.5,18.595,3.738,True,4.0939,0.3342,0,0,2.136,9.9,1.1212,fb5c257,1,300.0,16,16,True,,3,1,1,1,0,122,1,12.0,2070da06d4a0
n2_fork_5fc190e1,4,2,fork,8.0,4-6,1.0,0.55,wm_planner,ok,11.1,21.5,18.595,3.738,True,4.0939,0.3342,0,0,2.024,9.9,1.1212,fb5c257,2,300.0,16,16,True,,3,1,1,1,0,122,1,12.0,2070da06d4a0
n2_fork_90028812,3,2,fork,8.0,4-6,1.0,0.55,lower_bound,ok,12.9,,,,,,,,,0.0,12.9,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_90028812,3,2,fork,8.0,4-6,1.0,0.55,sequential,no_solution,,,,,,,,,,,12.9,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_90028812,3,2,fork,8.0,4-6,1.0,0.55,wm_planner,ok,17.1,27.3,24.034,5.418,True,0.9212,0.3225,0,5,3.406,12.9,1.3256,fb5c257,0,300.0,16,16,True,,4,1,3,0,0,122,3,12.0,2070da06d4a0
n2_fork_58a44425,6,2,fork,8.0,4-6,1.0,0.55,wm_planner,ok,11.0,20.1,15.715,4.717,True,0.807,0.4315,0,3,2.09,8.9,1.236,fb5c257,2,300.0,16,16,True,,5,2,2,1,0,80,2,11.9883,2070da06d4a0
n2_fork_90028812,3,2,fork,8.0,4-6,1.0,0.55,wm_planner,ok,15.3,25.2,22.578,4.527,True,0.9056,0.3237,0,4,3.808,12.9,1.186,fb5c257,2,300.0,16,16,True,,6,2,1,3,0,116,1,12.0,2070da06d4a0
n2_fork_58a44425,6,2,fork,8.0,4-6,1.0,0.55,wm_planner,ok,12.9,22.8,17.214,6.143,True,0.9202,0.4316,0,3,2.536,8.9,1.4494,fb5c257,1,300.0,16,16,True,,3,2,0,1,0,72,0,9.559,2070da06d4a0
n2_fork_58a44425,6,2,fork,8.0,4-6,1.0,0.55,lower_bound,ok,8.9,,,,,,,,,0.0,8.9,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_58a44425,6,2,fork,8.0,4-6,1.0,0.55,sequential,ok,14.0,21.4,13.702,7.4,True,2.2414,0.4604,0,,0.006,8.9,1.573,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_58a44425,6,2,fork,8.0,4-6,1.0,0.55,wm_planner,ok,13.2,23.2,18.102,5.8,True,0.9202,0.4346,0,2,2.711,8.9,1.4831,fb5c257,0,300.0,16,16,True,,3,2,1,0,0,81,1,12.0,2070da06d4a0
n2_fork_5177e6e0,8,2,fork,8.0,4-6,1.0,0.55,lower_bound,ok,7.5,,,,,,,,,0.0,7.5,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_5177e6e0,8,2,fork,8.0,4-6,1.0,0.55,sequential,ok,12.1,19.6,12.419,7.5,True,3.3213,0.3895,0,,0.005,7.5,1.6133,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_5177e6e0,8,2,fork,8.0,4-6,1.0,0.55,wm_planner,ok,8.4,14.0,12.784,1.929,True,0.9269,0.4306,0,3,1.727,7.5,1.12,fb5c257,0,300.0,16,16,True,,4,2,0,2,0,63,0,10.401,2070da06d4a0
n2_fork_5177e6e0,8,2,fork,8.0,4-6,1.0,0.55,wm_planner,ok,10.0,15.3,13.393,2.697,True,0.9209,0.322,0,1,1.633,7.5,1.3333,fb5c257,2,300.0,16,16,True,,5,2,1,2,0,67,1,11.7043,2070da06d4a0
n2_fork_58c78db4,9,2,fork,8.0,4-6,1.0,0.55,lower_bound,ok,8.1,,,,,,,,,0.0,8.1,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_58c78db4,9,2,fork,8.0,4-6,1.0,0.55,sequential,ok,16.1,24.1,16.219,8.0,True,0.9172,0.393,0,,0.005,8.1,1.9877,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_58c78db4,9,2,fork,8.0,4-6,1.0,0.55,wm_planner,ok,9.9,19.0,17.037,2.52,True,0.922,0.321,0,2,1.843,8.1,1.2222,fb5c257,0,300.0,16,16,True,,3,2,0,1,0,108,0,8.2421,2070da06d4a0
n2_fork_5177e6e0,8,2,fork,8.0,4-6,1.0,0.55,wm_planner,ok,8.6,14.6,12.857,2.392,True,0.9224,0.4315,0,3,2.026,7.5,1.1467,fb5c257,1,300.0,16,16,True,,5,2,0,3,0,72,0,8.4076,2070da06d4a0
n2_fork_cfd1faf6,7,2,fork,8.0,4-6,1.0,0.55,lower_bound,ok,13.6,,,,,,,,,0.0,13.6,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_cfd1faf6,7,2,fork,8.0,4-6,1.0,0.55,sequential,ok,18.3,31.9,17.87,13.6,True,0.9635,0.3519,0,,0.006,13.6,1.3456,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_cfd1faf6,7,2,fork,8.0,4-6,1.0,0.55,wm_planner,ok,16.2,32.1,20.442,11.992,True,0.9226,0.3216,0,3,2.858,13.6,1.1912,fb5c257,0,300.0,16,16,True,,7,2,2,3,0,124,2,12.0,2070da06d4a0
n2_fork_cfd1faf6,7,2,fork,8.0,4-6,1.0,0.55,wm_planner,ok,16.2,31.7,20.235,11.773,True,0.9215,0.3216,0,3,2.823,13.6,1.1912,fb5c257,2,300.0,16,16,True,,4,2,1,1,0,120,1,9.0,2070da06d4a0
n2_fork_fd6150b1,5,2,fork,8.0,4-6,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,12.0,24.0,7.081,18.099,False,0.7002,0.3223,0,0,4.369,12.5,0.96,fb5c257,1,300.0,16,16,False,deadlock: no team progress,4,0,2,0,2,99,2,9.0,2070da06d4a0
n2_fork_58c78db4,9,2,fork,8.0,4-6,1.0,0.55,wm_planner,ok,10.3,19.4,16.846,3.082,True,0.9282,0.321,0,3,1.888,8.1,1.2716,fb5c257,2,300.0,16,16,True,,4,2,0,2,0,98,0,8.2692,2070da06d4a0
n2_fork_cfd1faf6,7,2,fork,8.0,4-6,1.0,0.55,wm_planner,ok,16.2,31.8,20.307,11.803,True,0.9228,0.3216,0,5,3.661,13.6,1.1912,fb5c257,1,300.0,16,16,True,,5,2,1,2,0,120,1,9.0,2070da06d4a0
n2_fork_4544accc,1,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,8.8,16.5,9.745,5.672,True,2.6663,0.431,0,0,1.488,7.4,1.1892,fb5c257,1,300.0,16,16,True,,4,2,1,1,0,62,1,12.0,2070da06d4a0
n2_fork_58c78db4,9,2,fork,8.0,4-6,1.0,0.55,wm_planner,ok,10.0,18.4,16.733,2.203,True,0.9211,0.3216,0,2,2.424,8.1,1.2346,fb5c257,1,300.0,16,16,True,,4,2,0,2,0,107,0,8.0048,2070da06d4a0
n2_fork_4544accc,1,2,fork,8.0,6-8,0.0,0.55,lower_bound,ok,7.4,,,,,,,,,0.0,7.4,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_4544accc,1,2,fork,8.0,6-8,0.0,0.55,sequential,ok,10.8,17.5,9.359,6.7,True,2.6663,0.4744,0,,0.005,7.4,1.4595,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_4544accc,1,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,8.8,16.5,9.772,5.649,True,2.6453,0.431,0,1,1.748,7.4,1.1892,fb5c257,0,300.0,16,16,True,,4,2,1,1,0,52,1,10.9101,2070da06d4a0
n2_fork_4544accc,1,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,8.8,16.5,9.772,5.649,True,2.6453,0.431,0,1,1.476,7.4,1.1892,fb5c257,2,300.0,16,16,True,,4,2,1,1,0,52,1,10.9101,2070da06d4a0
n2_fork_fd6150b1,5,2,fork,8.0,4-6,1.0,0.55,wm_planner,ok,20.2,36.8,25.227,14.308,True,0.9216,0.3223,0,1,5.236,12.5,1.616,fb5c257,2,300.0,16,16,False,,5,2,2,1,0,135,2,12.0,2070da06d4a0
n2_fork_fd6150b1,5,2,fork,8.0,4-6,1.0,0.55,lower_bound,ok,12.5,,,,,,,,,0.0,12.5,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_fd6150b1,5,2,fork,8.0,4-6,1.0,0.55,sequential,no_solution,,,,,,,,,,,12.5,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_fd6150b1,5,2,fork,8.0,4-6,1.0,0.55,wm_planner,ok,20.2,36.9,25.307,14.288,True,0.9216,0.3223,0,1,5.561,12.5,1.616,fb5c257,0,300.0,16,16,True,,4,2,2,0,0,136,2,12.0,2070da06d4a0
n2_fork_87fab987,0,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,15.5,30.3,27.873,5.243,True,1.0592,0.3205,0,3,3.278,13.7,1.1314,fb5c257,1,300.0,16,16,True,,5,2,2,1,0,184,2,12.0,2070da06d4a0
n2_fork_bae2e126,2,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,12.3,23.8,22.88,2.487,True,1.076,0.3201,0,3,2.733,10.9,1.1284,fb5c257,1,300.0,16,16,True,,5,2,1,2,0,151,1,9.3175,2070da06d4a0
n2_fork_87fab987,0,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,15.5,30.3,27.849,5.245,True,1.0592,0.3205,0,3,3.408,13.7,1.1314,fb5c257,2,300.0,16,16,True,,5,2,2,1,0,183,2,12.0,2070da06d4a0
n2_fork_d9a56d4c,3,2,fork,8.0,6-8,0.0,0.55,lower_bound,ok,11.0,,,,,,,,,0.0,11.0,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_d9a56d4c,3,2,fork,8.0,6-8,0.0,0.55,sequential,ok,17.9,24.8,18.462,6.9,True,3.0808,0.3991,0,,0.007,11.0,1.6273,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_d9a56d4c,3,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,12.9,21.2,19.633,2.529,True,3.9899,0.3205,0,1,2.342,11.0,1.1727,fb5c257,0,300.0,16,16,False,,2,1,0,1,0,132,0,4.3487,2070da06d4a0
n2_fork_bae2e126,2,2,fork,8.0,6-8,0.0,0.55,lower_bound,ok,10.9,,,,,,,,,0.0,10.9,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_bae2e126,2,2,fork,8.0,6-8,0.0,0.55,sequential,ok,20.9,30.9,21.931,10.0,True,1.5755,0.3463,0,,0.006,10.9,1.9174,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_bae2e126,2,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,12.3,24.1,23.173,2.519,True,1.1704,0.3204,0,2,3.105,10.9,1.1284,fb5c257,0,300.0,16,16,True,,3,2,1,0,0,149,1,12.0,2070da06d4a0
n2_fork_d9a56d4c,3,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,12.2,20.1,19.264,1.741,True,3.9899,0.3205,0,1,2.515,11.0,1.1091,fb5c257,2,300.0,16,16,True,,6,2,0,4,0,131,0,8.8735,2070da06d4a0
n2_fork_87fab987,0,2,fork,8.0,6-8,0.0,0.55,lower_bound,ok,13.7,,,,,,,,,0.0,13.7,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_87fab987,0,2,fork,8.0,6-8,0.0,0.55,sequential,ok,23.9,37.6,25.92,13.7,True,4.0179,0.3605,0,,0.01,13.7,1.7445,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_87fab987,0,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,15.8,30.0,27.749,4.989,True,1.1219,0.3209,0,4,4.465,13.7,1.1533,fb5c257,0,300.0,16,16,True,,5,2,2,1,0,186,2,12.0,2070da06d4a0
n2_fork_bae2e126,2,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,12.4,24.6,23.244,3.012,True,1.1621,0.3201,0,4,3.258,10.9,1.1376,fb5c257,2,300.0,16,16,True,,5,2,2,1,0,147,2,12.0,2070da06d4a0
n2_fork_d9a56d4c,3,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,12.9,21.7,19.902,2.808,True,3.8095,0.3205,0,1,2.891,11.0,1.1727,fb5c257,1,300.0,16,16,False,,4,2,0,2,0,131,0,4.4871,2070da06d4a0
n2_fork_69ad40bb,4,2,fork,8.0,6-8,0.0,0.55,lower_bound,ok,13.4,,,,,,,,,0.0,13.4,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_69ad40bb,4,2,fork,8.0,6-8,0.0,0.55,sequential,ok,19.6,29.4,19.491,9.8,True,1.4824,0.3712,0,,0.008,13.4,1.4627,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_69ad40bb,4,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,16.3,28.0,20.251,8.069,True,1.1094,0.3235,0,4,2.863,13.4,1.2164,fb5c257,0,300.0,16,16,True,,3,2,1,0,0,118,1,9.7112,2070da06d4a0
n2_fork_69ad40bb,4,2,fork,8.0,6-8,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,12.0,24.0,12.294,13.755,False,1.1148,0.3578,0,0,3.053,13.4,0.8955,fb5c257,1,300.0,16,16,True,deadlock: no team progress,2,0,2,0,0,84,2,7.9878,2070da06d4a0
n2_fork_69ad40bb,4,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,16.9,29.0,20.331,9.029,True,0.9977,0.3215,0,5,3.101,13.4,1.2612,fb5c257,2,300.0,16,16,True,,4,2,2,0,0,111,2,9.7258,2070da06d4a0
n2_fork_a8dd8310,5,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,17.2,30.6,19.199,12.379,True,3.1889,0.3281,0,5,3.147,15.1,1.1391,fb5c257,1,300.0,16,16,True,,5,2,1,2,0,128,1,8.9333,2070da06d4a0
n2_fork_4807c41c,6,2,fork,8.0,6-8,0.0,0.55,lower_bound,ok,9.2,,,,,,,,,0.0,9.2,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_4807c41c,6,2,fork,8.0,6-8,0.0,0.55,sequential,no_solution,,,,,,,,,,,9.2,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_4807c41c,6,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,11.6,21.2,14.888,6.507,True,0.9225,0.3589,0,4,2.19,9.2,1.2609,fb5c257,0,300.0,16,16,True,,4,2,1,1,0,63,1,9.0,2070da06d4a0
n2_fork_4807c41c,6,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,12.2,22.8,15.048,7.991,True,0.8707,0.3894,0,4,2.367,9.2,1.3261,fb5c257,2,300.0,16,16,True,,5,2,2,1,0,61,2,10.0247,2070da06d4a0
n2_fork_4807c41c,6,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,12.3,22.7,15.035,7.891,True,0.8383,0.3393,0,2,2.733,9.2,1.337,fb5c257,1,300.0,16,16,True,,5,2,2,1,0,67,2,9.0,2070da06d4a0
n2_fork_fd3d897d,9,2,fork,8.0,6-8,0.0,0.55,lower_bound,ok,7.7,,,,,,,,,0.0,7.7,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_fd3d897d,9,2,fork,8.0,6-8,0.0,0.55,sequential,ok,12.6,20.2,11.065,7.6,True,3.3199,0.4194,0,,0.004,7.7,1.6364,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_fd3d897d,9,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,9.5,18.5,12.079,5.345,True,3.3199,0.3336,0,1,1.676,7.7,1.2338,fb5c257,0,300.0,16,16,True,,4,2,1,1,0,73,1,11.1722,2070da06d4a0
n2_fork_2d67ec99,7,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,14.3,22.3,18.8,4.744,True,0.9294,0.3205,0,5,2.195,11.2,1.2768,fb5c257,2,300.0,16,16,True,,4,2,1,1,0,80,1,11.7118,2070da06d4a0
n2_fork_a8dd8310,5,2,fork,8.0,6-8,0.0,0.55,lower_bound,ok,15.1,,,,,,,,,0.0,15.1,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_a8dd8310,5,2,fork,8.0,6-8,0.0,0.55,sequential,ok,18.3,30.7,18.873,12.4,True,3.2064,0.4004,0,,0.009,15.1,1.2119,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_a8dd8310,5,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,17.7,32.2,19.925,13.347,True,3.0883,0.3281,0,3,4.361,15.1,1.1722,fb5c257,0,300.0,16,16,True,,4,2,1,1,0,133,1,8.9333,2070da06d4a0
n2_fork_2d67ec99,7,2,fork,8.0,6-8,0.0,0.55,lower_bound,ok,11.2,,,,,,,,,0.0,11.2,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_2d67ec99,7,2,fork,8.0,6-8,0.0,0.55,sequential,ok,17.0,23.1,17.728,6.1,True,1.2104,0.4176,0,,0.01,11.2,1.5179,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_2d67ec99,7,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,13.6,21.7,18.415,4.51,True,0.9244,0.3302,0,3,2.879,11.2,1.2143,fb5c257,0,300.0,16,16,True,,6,2,3,1,0,74,3,11.8531,2070da06d4a0
n2_fork_a8dd8310,5,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,17.8,31.6,19.636,13.018,True,2.8503,0.3281,0,3,3.904,15.1,1.1788,fb5c257,2,300.0,16,16,True,,4,2,1,1,0,137,1,8.9333,2070da06d4a0
n2_fork_1faf27ae,8,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,12.6,22.0,18.541,4.646,True,2.0921,0.325,0,0,2.384,11.4,1.1053,fb5c257,2,300.0,16,16,True,,8,2,4,2,0,110,4,12.0,2070da06d4a0
n2_fork_fd3d897d,9,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,9.5,17.8,11.772,4.916,True,3.3199,0.3338,0,2,1.667,7.7,1.2338,fb5c257,2,300.0,16,16,True,,4,2,1,1,0,69,1,11.1722,2070da06d4a0
n2_fork_2d67ec99,7,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,14.5,23.1,19.299,5.162,True,0.9867,0.3251,0,3,3.071,11.2,1.2946,fb5c257,1,300.0,16,16,True,,5,2,2,1,0,86,2,11.2484,2070da06d4a0
n2_fork_1faf27ae,8,2,fork,8.0,6-8,0.0,0.55,lower_bound,ok,11.4,,,,,,,,,0.0,11.4,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_1faf27ae,8,2,fork,8.0,6-8,0.0,0.55,sequential,ok,17.0,28.4,17.681,11.4,True,2.7248,0.4298,0,,0.011,11.4,1.4912,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_1faf27ae,8,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,12.6,22.0,18.541,4.646,True,2.0921,0.325,0,0,2.864,11.4,1.1053,fb5c257,0,300.0,16,16,True,,8,2,4,2,0,110,4,12.0,2070da06d4a0
n2_fork_1faf27ae,8,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,12.2,21.6,18.691,4.104,True,2.0921,0.3495,0,1,2.789,11.4,1.0702,fb5c257,1,300.0,16,16,True,,8,2,3,3,0,113,3,12.0,2070da06d4a0
n2_fork_fd3d897d,9,2,fork,8.0,6-8,0.0,0.55,wm_planner,ok,9.5,18.5,12.079,5.345,True,3.3199,0.3336,0,1,2.257,7.7,1.2338,fb5c257,1,300.0,16,16,True,,4,2,1,1,0,73,1,11.1722,2070da06d4a0
n2_fork_5ba69716,1,2,fork,8.0,6-8,1.0,0.55,lower_bound,ok,7.0,,,,,,,,,0.0,7.0,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_5ba69716,1,2,fork,8.0,6-8,1.0,0.55,sequential,ok,10.4,17.1,9.359,6.7,True,2.6663,0.4744,0,,0.005,7.0,1.4857,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_5ba69716,1,2,fork,8.0,6-8,1.0,0.55,wm_planner,ok,8.4,16.1,9.772,5.649,True,2.6731,0.431,0,1,1.629,7.0,1.2,fb5c257,0,300.0,16,16,True,,4,2,1,1,0,52,1,10.9101,2070da06d4a0
n2_fork_d309f77f,0,2,fork,8.0,6-8,1.0,0.55,lower_bound,ok,10.6,,,,,,,,,0.0,10.6,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_d309f77f,0,2,fork,8.0,6-8,1.0,0.55,sequential,ok,19.9,29.2,20.714,9.3,True,4.1882,0.3532,0,,0.006,10.6,1.8774,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_d309f77f,0,2,fork,8.0,6-8,1.0,0.55,wm_planner,ok,11.9,22.9,21.187,2.928,True,0.9278,0.3229,0,2,2.427,10.6,1.1226,fb5c257,0,300.0,16,16,True,,5,2,1,2,0,130,1,11.0625,2070da06d4a0
n2_fork_d309f77f,0,2,fork,8.0,6-8,1.0,0.55,wm_planner,ok,11.9,22.9,21.585,2.637,True,2.1462,0.332,0,1,2.308,10.6,1.1226,fb5c257,2,300.0,16,16,True,,4,1,1,2,0,142,1,11.0625,2070da06d4a0
n2_fork_d309f77f,0,2,fork,8.0,6-8,1.0,0.55,wm_planner,ok,11.9,22.9,21.585,2.637,True,2.1462,0.332,0,1,2.451,10.6,1.1226,fb5c257,1,300.0,16,16,True,,4,1,1,2,0,142,1,11.0625,2070da06d4a0
n2_fork_5ba69716,1,2,fork,8.0,6-8,1.0,0.55,wm_planner,ok,8.4,16.1,9.745,5.672,True,2.7013,0.431,0,0,2.049,7.0,1.2,fb5c257,1,300.0,16,16,True,,4,2,1,1,0,62,1,12.0,2070da06d4a0
n2_fork_5ba69716,1,2,fork,8.0,6-8,1.0,0.55,wm_planner,ok,8.4,16.1,9.772,5.649,True,2.6731,0.431,0,1,2.069,7.0,1.2,fb5c257,2,300.0,16,16,True,,4,2,1,1,0,52,1,10.9101,2070da06d4a0
n2_fork_374c24ae,3,2,fork,8.0,6-8,1.0,0.55,wm_planner,ok,14.7,28.2,19.791,8.981,True,3.7664,0.3205,0,1,2.841,11.2,1.3125,fb5c257,1,300.0,16,16,False,,5,2,2,1,0,125,2,12.0,2070da06d4a0
n2_fork_b6210793,2,2,fork,8.0,6-8,1.0,0.55,wm_planner,ok,11.7,22.6,18.544,4.871,True,1.465,0.3657,0,3,3.29,10.4,1.125,fb5c257,2,300.0,16,16,True,,5,2,2,1,0,97,2,12.0,2070da06d4a0
n2_fork_c9f3e05e,6,2,fork,8.0,6-8,1.0,0.55,lower_bound,ok,6.4,,,,,,,,,0.0,6.4,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_c9f3e05e,6,2,fork,8.0,6-8,1.0,0.55,sequential,no_solution,,,,,,,,,,,6.4,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_c9f3e05e,6,2,fork,8.0,6-8,1.0,0.55,wm_planner,ok,7.8,15.5,10.538,4.028,True,0.9222,0.4301,0,2,1.654,6.4,1.2188,fb5c257,0,300.0,16,16,True,,2,1,0,1,0,41,0,4.2953,2070da06d4a0
n2_fork_1377b9f5,4,2,fork,8.0,6-8,1.0,0.55,lower_bound,ok,13.4,,,,,,,,,0.0,13.4,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_1377b9f5,4,2,fork,8.0,6-8,1.0,0.55,sequential,ok,19.6,29.4,19.491,9.8,True,1.4824,0.3712,0,,0.008,13.4,1.4627,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_1377b9f5,4,2,fork,8.0,6-8,1.0,0.55,wm_planner,ok,16.3,28.0,20.251,8.069,True,1.1094,0.3235,0,4,3.041,13.4,1.2164,fb5c257,0,300.0,16,16,True,,3,2,1,0,0,118,1,9.7112,2070da06d4a0
n2_fork_b6210793,2,2,fork,8.0,6-8,1.0,0.55,lower_bound,ok,10.4,,,,,,,,,0.0,10.4,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_fork_b6210793,2,2,fork,8.0,6-8,1.0,0.55,sequential,ok,16.0,26.4,15.992,10.4,True,1.5755,0.3966,0,,0.005,10.4,1.5385,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
